status,case,run,group,quantum_kernel,quantum_stratum,tier,shots,replicate,projection_condition,self_disagreement_from_exact,exact_accuracy_upper,shot_accuracy_upper,accuracy_upper_change,exact_nearest_cfg,shot_nearest_cfg,witness_identity_stable,exact_realized_accuracy_advantage,shot_realized_accuracy_advantage,realized_accuracy_advantage_change,exact_realized_bacc_advantage,shot_realized_bacc_advantage,realized_bacc_advantage_change,shot_quantum_ood_bacc
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,0,pre_psd,0.042,0.01,0.028,0.018000000000000002,rbf_gscale_x3__svc__d12,matern25_med__svc__d12,False,-0.016000000000000014,-0.014000000000000012,0.0020000000000000018,-0.015873015873015817,-0.01395289298515101,0.0019201228878648058,0.9023617511520737
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,0,independent_square_psd,0.05,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.008000000000000007,0.0020000000000000018,-0.01014464925755254,-0.008096518177163392,0.0020481310803891484,0.9024897593445981
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,0,independent_square_psd,0.05,0.01,0.014,0.004,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.014000000000000012,0.0020000000000000018,-0.015873015873015817,-0.013824884792626668,0.0020481310803891484,0.9024897593445981
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,0,nystrom_psd,0.056,0.01,0.028,0.018000000000000002,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.014000000000000012,-0.0040000000000000036,-0.01014464925755254,-0.014048899129544323,-0.003904249871991783,0.8965373783922171
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,0,nystrom_psd,0.056,0.01,0.016,0.006,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.020000000000000018,-0.0040000000000000036,-0.015873015873015817,-0.0197772657450076,-0.003904249871991783,0.8965373783922171
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,1,pre_psd,0.05,0.01,0.026,0.016,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.008000000000000007,0.0020000000000000018,-0.01014464925755254,-0.008064516129032251,0.0020801331285202895,0.9025217613927292
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,1,pre_psd,0.05,0.01,0.01,0.0,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.014000000000000012,0.0020000000000000018,-0.015873015873015817,-0.013792882744495527,0.0020801331285202895,0.9025217613927292
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,1,independent_square_psd,0.05,0.01,0.026,0.016,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.008000000000000007,0.0020000000000000018,-0.01014464925755254,-0.008064516129032251,0.0020801331285202895,0.9025217613927292
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,1,independent_square_psd,0.05,0.01,0.01,0.0,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.014000000000000012,0.0020000000000000018,-0.015873015873015817,-0.013792882744495527,0.0020801331285202895,0.9025217613927292
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,1,nystrom_psd,0.044,0.01,0.02,0.01,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0020000000000000018,0.008000000000000007,-0.01014464925755254,-0.0021121351766513197,0.00803251408090122,0.9084741423451101
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,1,nystrom_psd,0.044,0.01,0.012,0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.008000000000000007,0.008000000000000007,-0.015873015873015817,-0.007840501792114596,0.00803251408090122,0.9084741423451101
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,2,pre_psd,0.05,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.008000000000000007,0.0020000000000000018,-0.01014464925755254,-0.008096518177163392,0.0020481310803891484,0.9024897593445981
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,2,pre_psd,0.05,0.01,0.018,0.007999999999999998,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.014000000000000012,0.0020000000000000018,-0.015873015873015817,-0.013824884792626668,0.0020481310803891484,0.9024897593445981
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,2,independent_square_psd,0.036,0.01,0.036,0.025999999999999995,rbf_gscale_x3__svc__d12,rbf_gscale_x3__svc__d10,False,-0.010000000000000009,-0.02200000000000002,-0.01200000000000001,-0.01014464925755254,-0.022273425499232058,-0.012128776241679518,0.8883128520225294
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,2,independent_square_psd,0.036,0.01,0.03,0.019999999999999997,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d12,False,-0.016000000000000014,-0.028000000000000025,-0.01200000000000001,-0.015873015873015817,-0.028001792114695334,-0.012128776241679518,0.8883128520225294
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,2,nystrom_psd,0.028,0.01,0.028,0.018000000000000002,rbf_gscale_x3__svc__d12,rbf_gscale_x3__svc__d10,False,-0.010000000000000009,-0.006000000000000005,0.0040000000000000036,-0.01014464925755254,-0.0062403993855606466,0.003904249871991894,0.9043458781362008
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,2,nystrom_psd,0.028,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d10,False,-0.016000000000000014,-0.01200000000000001,0.0040000000000000036,-0.015873015873015817,-0.011968766001023923,0.003904249871991894,0.9043458781362008
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,3,pre_psd,0.054,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.008000000000000007,0.0020000000000000018,-0.01014464925755254,-0.008096518177163392,0.0020481310803891484,0.9024897593445981
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,3,pre_psd,0.054,0.01,0.014,0.004,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.014000000000000012,0.0020000000000000018,-0.015873015873015817,-0.013824884792626668,0.0020481310803891484,0.9024897593445981
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,3,independent_square_psd,0.048,0.01,0.024,0.014,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.006000000000000005,0.0040000000000000036,-0.01014464925755254,-0.006080389144905274,0.004064260112647267,0.9045058883768562
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,3,independent_square_psd,0.048,0.01,0.008,-0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.01200000000000001,0.0040000000000000036,-0.015873015873015817,-0.01180875576036855,0.004064260112647267,0.9045058883768562
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,3,nystrom_psd,0.052,0.01,0.028,0.018000000000000002,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.006000000000000005,0.0040000000000000036,-0.01014464925755254,-0.006048387096774244,0.004096262160778297,0.9045378904249872
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,3,nystrom_psd,0.052,0.01,0.008,-0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.01200000000000001,0.0040000000000000036,-0.015873015873015817,-0.01177675371223752,0.004096262160778297,0.9045378904249872
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,4,pre_psd,0.056,0.01,0.026,0.016,rbf_gscale_x3__svc__d12,rbf_gscale__svc__d6,False,-0.010000000000000009,-0.010000000000000009,0.0,-0.01014464925755254,-0.010048643113159228,9.600614439331245e-05,0.9005376344086022
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,4,pre_psd,0.056,0.01,0.012,0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.016000000000000014,0.0,-0.015873015873015817,-0.015777009728622504,9.600614439331245e-05,0.9005376344086022
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,4,independent_square_psd,0.05,0.01,0.026,0.016,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0040000000000000036,0.006000000000000005,-0.01014464925755254,-0.004064260112647267,0.006080389144905274,0.9065220174091142
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,4,independent_square_psd,0.05,0.01,0.006,-0.004,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.010000000000000009,0.006000000000000005,-0.015873015873015817,-0.009792626728110543,0.006080389144905274,0.9065220174091142
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,4,nystrom_psd,0.052,0.01,0.024,0.014,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.006000000000000005,0.0040000000000000036,-0.01014464925755254,-0.006080389144905274,0.004064260112647267,0.9045058883768562
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,4,nystrom_psd,0.052,0.01,0.008,-0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.01200000000000001,0.0040000000000000036,-0.015873015873015817,-0.01180875576036855,0.004064260112647267,0.9045058883768562
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,5,pre_psd,0.05,0.01,0.026,0.016,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0040000000000000036,0.006000000000000005,-0.01014464925755254,-0.004064260112647267,0.006080389144905274,0.9065220174091142
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,5,pre_psd,0.05,0.01,0.006,-0.004,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.010000000000000009,0.006000000000000005,-0.015873015873015817,-0.009792626728110543,0.006080389144905274,0.9065220174091142
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,5,independent_square_psd,0.048,0.01,0.024,0.014,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0020000000000000018,0.008000000000000007,-0.01014464925755254,-0.0020801331285202895,0.008064516129032251,0.9085061443932412
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,5,independent_square_psd,0.048,0.01,0.008,-0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.008000000000000007,0.008000000000000007,-0.015873015873015817,-0.007808499743983566,0.008064516129032251,0.9085061443932412
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,5,nystrom_psd,0.05,0.01,0.026,0.016,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0040000000000000036,0.006000000000000005,-0.01014464925755254,-0.004064260112647267,0.006080389144905274,0.9065220174091142
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,5,nystrom_psd,0.05,0.01,0.006,-0.004,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.010000000000000009,0.006000000000000005,-0.015873015873015817,-0.009792626728110543,0.006080389144905274,0.9065220174091142
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,6,pre_psd,0.042,0.01,0.038,0.027999999999999997,rbf_gscale_x3__svc__d12,rbf_gscale_x3__svc__d10,False,-0.010000000000000009,-0.01200000000000001,-0.0020000000000000018,-0.01014464925755254,-0.012192780337941689,-0.0020481310803891484,0.8983934971838198
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,6,pre_psd,0.042,0.01,0.038,0.027999999999999997,rbf_gscale_x3__svc__d12,rbf_gscale_x3__svc__d10,False,-0.016000000000000014,-0.018000000000000016,-0.0020000000000000018,-0.015873015873015817,-0.017921146953404965,-0.0020481310803891484,0.8983934971838198
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,6,independent_square_psd,0.048,0.01,0.024,0.014,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0020000000000000018,0.008000000000000007,-0.01014464925755254,-0.0020801331285202895,0.008064516129032251,0.9085061443932412
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,6,independent_square_psd,0.048,0.01,0.008,-0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.008000000000000007,0.008000000000000007,-0.015873015873015817,-0.007808499743983566,0.008064516129032251,0.9085061443932412
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,6,nystrom_psd,0.046,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0040000000000000036,0.006000000000000005,-0.01014464925755254,-0.004096262160778297,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,6,nystrom_psd,0.046,0.01,0.01,0.0,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.010000000000000009,0.006000000000000005,-0.015873015873015817,-0.009824628776241573,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,7,pre_psd,0.048,0.01,0.024,0.014,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.006000000000000005,0.0040000000000000036,-0.01014464925755254,-0.006080389144905274,0.004064260112647267,0.9045058883768562
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,7,pre_psd,0.048,0.01,0.012,0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.01200000000000001,0.0040000000000000036,-0.015873015873015817,-0.01180875576036855,0.004064260112647267,0.9045058883768562
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,7,independent_square_psd,0.046,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0040000000000000036,0.006000000000000005,-0.01014464925755254,-0.004096262160778297,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,7,independent_square_psd,0.046,0.01,0.01,0.0,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.010000000000000009,0.006000000000000005,-0.015873015873015817,-0.009824628776241573,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,7,nystrom_psd,0.046,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0040000000000000036,0.006000000000000005,-0.01014464925755254,-0.004096262160778297,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,7,nystrom_psd,0.046,0.01,0.01,0.0,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.010000000000000009,0.006000000000000005,-0.015873015873015817,-0.009824628776241573,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,8,pre_psd,0.05,0.01,0.026,0.016,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.008000000000000007,0.0020000000000000018,-0.01014464925755254,-0.008064516129032251,0.0020801331285202895,0.9025217613927292
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,8,pre_psd,0.05,0.01,0.01,0.0,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.014000000000000012,0.0020000000000000018,-0.015873015873015817,-0.013792882744495527,0.0020801331285202895,0.9025217613927292
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,8,independent_square_psd,0.048,0.01,0.024,0.014,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.006000000000000005,0.0040000000000000036,-0.01014464925755254,-0.006080389144905274,0.004064260112647267,0.9045058883768562
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,8,independent_square_psd,0.048,0.01,0.008,-0.002,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.01200000000000001,0.0040000000000000036,-0.015873015873015817,-0.01180875576036855,0.004064260112647267,0.9045058883768562
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,8,nystrom_psd,0.046,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0040000000000000036,0.006000000000000005,-0.01014464925755254,-0.004096262160778297,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,8,nystrom_psd,0.046,0.01,0.01,0.0,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.010000000000000009,0.006000000000000005,-0.015873015873015817,-0.009824628776241573,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,9,pre_psd,0.046,0.01,0.022,0.011999999999999999,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.0040000000000000036,0.006000000000000005,-0.01014464925755254,-0.004096262160778297,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,9,pre_psd,0.046,0.01,0.014,0.004,rbf_gscale_x3__svc__d12,matern25_med_x0.3__svc__d8,False,-0.016000000000000014,-0.010000000000000009,0.006000000000000005,-0.015873015873015817,-0.009824628776241573,0.006048387096774244,0.9064900153609832
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,9,independent_square_psd,0.054,0.01,0.046,0.036,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.010000000000000009,-0.008000000000000007,0.0020000000000000018,-0.01014464925755254,-0.008320532514080936,0.0018241167434716044,0.9022657450076805
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,full_115,2048,9,independent_square_psd,0.054,0.01,0.046,0.036,rbf_gscale_x3__svc__d12,rbf_gscale_x10__svc__d12,False,-0.016000000000000014,-0.014000000000000012,0.0020000000000000018,-0.015873015873015817,-0.014048899129544212,0.0018241167434716044,0.9022657450076805
post-hoc exploratory finite-shot extension,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,zmap_r2__as0.5,product_map,customary_30,2048,9,nystrom_psd,0.038,0.01,0.028,0.018000000000000002,rbf_gscale_x3__svc__d12,rbf_gscale_x3__svc__d8,False,-0.010000000000000009,0.0040000000000000036,0.014000000000000012,-0.01014464925755254,0.0037762416794674403,0.01392089093701998,0.9143625192012289
