case,run,group,quantum_kernel,quantum_stratum,tier,shots,projection_condition,n_replicates,median_self_disagreement_from_exact,q025_self_disagreement_from_exact,q975_self_disagreement_from_exact,median_exact_accuracy_upper,q025_exact_accuracy_upper,q975_exact_accuracy_upper,median_shot_accuracy_upper,q025_shot_accuracy_upper,q975_shot_accuracy_upper,median_accuracy_upper_change,q025_accuracy_upper_change,q975_accuracy_upper_change,median_realized_accuracy_advantage_change,q025_realized_accuracy_advantage_change,q975_realized_accuracy_advantage_change,median_realized_bacc_advantage_change,q025_realized_bacc_advantage_change,q975_realized_bacc_advantage_change,median_shot_quantum_ood_bacc,q025_shot_quantum_ood_bacc,q975_shot_quantum_ood_bacc,witness_identity_stability
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,128,pre_psd,30,0.131,0.1149,0.14509999999999998,0.064,0.064,0.064,0.062,0.0509,0.07254999999999999,-0.0020000000000000018,-0.013100000000000002,0.008549999999999992,0.013000000000000012,-0.002550000000000002,0.025100000000000018,0.013703893442622905,-0.0014864561987704553,0.025707607581967225,0.7378329918032787,0.7226426421618853,0.749836705942623,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,independent_square_psd,30,0.185,0.12745,0.23129999999999998,0.064,0.064,0.064,0.174,0.044,0.22365,0.10999999999999999,-0.020000000000000004,0.15965,-0.028000000000000025,-0.05599999999999994,0.020000000000000018,-0.02806416495901637,-0.056635021772541025,0.020902439805327837,0.6960649334016393,0.6674940765881148,0.7450315381659836,0.23333333333333334
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,nystrom_psd,30,0.139,0.12545,0.16019999999999998,0.064,0.064,0.064,0.114,0.035449999999999995,0.14454999999999998,0.05,-0.028550000000000002,0.08054999999999998,0.0050000000000000044,-0.03055000000000003,0.020550000000000016,0.0048347848360655865,-0.030376696977459046,0.021439549180327835,0.7289638831967213,0.6937524013831967,0.7455686475409836,0.36666666666666664
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,512,pre_psd,30,0.13,0.12,0.14254999999999998,0.064,0.064,0.064,0.05,0.038,0.0752499999999999,-0.013999999999999999,-0.026000000000000002,0.011249999999999902,0.018000000000000016,-0.0022000000000000014,0.02455000000000002,0.019163037909836034,-0.0014256211577869152,0.025485079405737635,0.7432921362704918,0.7227034772028689,0.7496141777663934,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,2048,independent_square_psd,30,0.129,0.1109,0.15055,0.064,0.064,0.064,0.118,0.10289999999999999,0.1351,0.05399999999999999,0.0389,0.0711,-0.0050000000000000044,-0.02400000000000002,0.011650000000000002,-0.004786757172131173,-0.024301997950819665,0.011475409836065518,0.7193423411885246,0.6998271004098361,0.7356045081967213,0.9333333333333333
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,2048,nystrom_psd,30,0.106,0.094,0.124,0.064,0.064,0.064,0.09,0.07835,0.10839999999999997,0.025999999999999995,0.01435,0.044399999999999974,0.009000000000000008,-0.004550000000000004,0.022550000000000018,0.00931736680327866,-0.004023117315573771,0.023025262551229542,0.7334464651639344,0.7201059810450819,0.7471543609118853,0.8
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,2048,pre_psd,30,0.122,0.10345,0.14404999999999998,0.064,0.064,0.064,0.103,0.04,0.1171,0.03899999999999999,-0.024,0.053099999999999994,0.0050000000000000044,-0.010000000000000009,0.02455000000000002,0.005459144467213128,-0.009888095543032865,0.02539862961065572,0.7295882428278688,0.7142410028176229,0.7495277279713115,0.6
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,8192,independent_square_psd,30,0.088,0.078,0.10055,0.064,0.064,0.064,0.074,0.05945,0.08255,0.009999999999999995,-0.004550000000000002,0.01855,0.014000000000000012,0.005450000000000005,0.02910000000000002,0.0143442622950819,0.005706486936475419,0.02929207223360649,0.7384733606557377,0.7298355852971312,0.7534211705942623,1.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,8192,nystrom_psd,30,0.089,0.076,0.09855,0.064,0.064,0.064,0.072,0.06,0.0831,0.007999999999999993,-0.0040000000000000036,0.019099999999999992,0.016000000000000014,0.005450000000000005,0.023100000000000016,0.016201331967213073,0.005620037141393475,0.02349273181352456,0.7403304303278688,0.7297491355020492,0.7476218301741803,0.9333333333333333
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,customary_30,8192,pre_psd,30,0.092,0.07745,0.10819999999999999,0.064,0.064,0.064,0.074,0.06235,0.08709999999999998,0.009999999999999995,-0.0016499999999999991,0.02309999999999999,0.01100000000000001,0.0034500000000000034,0.02710000000000002,0.0114145747950819,0.0038662269467212907,0.027521452356557424,0.7355436731557377,0.7279953253073771,0.7516505507172132,0.9666666666666667
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,128,independent_square_psd,30,0.13,0.11524999999999999,0.17239999999999986,0.054,0.054,0.054,0.055,0.046,0.10689999999999977,0.0010000000000000009,-0.008,0.05289999999999978,0.01200000000000001,-0.018499999999999982,0.02400000000000002,0.013111552254098324,-0.0181864754098361,0.024616579149590184,0.7372406506147541,0.7059426229508197,0.7487456775102459,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,128,nystrom_psd,30,0.134,0.122,0.15424999999999994,0.054,0.054,0.054,0.051000000000000004,0.0389,0.08274999999999988,-0.002999999999999999,-0.015099999999999999,0.028749999999999876,0.013000000000000012,-0.006950000000000005,0.028000000000000025,0.01404008709016391,-0.006278016137295065,0.028837410348360622,0.7381691854508197,0.7178510822233607,0.7529665087090164,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,128,pre_psd,30,0.131,0.1149,0.14509999999999998,0.054,0.054,0.054,0.056,0.048,0.06455,0.0020000000000000018,-0.005999999999999998,0.01055,0.013000000000000012,-0.002550000000000002,0.025100000000000018,0.013703893442622905,-0.0014864561987704553,0.025707607581967225,0.7378329918032787,0.7226426421618853,0.749836705942623,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,independent_square_psd,30,0.185,0.12745,0.23129999999999998,0.054,0.054,0.054,0.162,0.044,0.20384999999999998,0.10800000000000001,-0.010000000000000002,0.14984999999999998,-0.028000000000000025,-0.05599999999999994,0.020000000000000018,-0.02806416495901637,-0.056635021772541025,0.020902439805327837,0.6960649334016393,0.6674940765881148,0.7450315381659836,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,nystrom_psd,30,0.139,0.12545,0.16019999999999998,0.054,0.054,0.054,0.097,0.0349,0.12474999999999999,0.043000000000000003,-0.019100000000000002,0.07075,0.0050000000000000044,-0.03055000000000003,0.020550000000000016,0.0048347848360655865,-0.030376696977459046,0.021439549180327835,0.7289638831967213,0.6937524013831967,0.7455686475409836,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,512,pre_psd,30,0.13,0.12,0.14254999999999998,0.054,0.054,0.054,0.047,0.03745,0.06609999999999994,-0.006999999999999999,-0.016550000000000002,0.012099999999999939,0.018000000000000016,-0.0022000000000000014,0.02455000000000002,0.019163037909836034,-0.0014256211577869152,0.025485079405737635,0.7432921362704918,0.7227034772028689,0.7496141777663934,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,2048,independent_square_psd,30,0.129,0.1109,0.15055,0.054,0.054,0.054,0.097,0.08345000000000001,0.11474999999999999,0.043000000000000003,0.029450000000000004,0.06074999999999999,-0.0050000000000000044,-0.02400000000000002,0.011650000000000002,-0.004786757172131173,-0.024301997950819665,0.011475409836065518,0.7193423411885246,0.6998271004098361,0.7356045081967213,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,2048,nystrom_psd,30,0.106,0.094,0.124,0.054,0.054,0.054,0.064,0.04945,0.078,0.010000000000000002,-0.004549999999999997,0.024,0.009000000000000008,-0.004550000000000004,0.022550000000000018,0.00931736680327866,-0.004023117315573771,0.023025262551229542,0.7334464651639344,0.7201059810450819,0.7471543609118853,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,2048,pre_psd,30,0.122,0.10345,0.14404999999999998,0.054,0.054,0.054,0.078,0.0369,0.09839999999999997,0.024,-0.0171,0.04439999999999998,0.0050000000000000044,-0.010000000000000009,0.02455000000000002,0.005459144467213128,-0.009888095543032865,0.02539862961065572,0.7295882428278688,0.7142410028176229,0.7495277279713115,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,8192,independent_square_psd,30,0.088,0.078,0.10055,0.054,0.054,0.054,0.05,0.03145,0.06255,-0.003999999999999997,-0.02255,0.008549999999999999,0.014000000000000012,0.005450000000000005,0.02910000000000002,0.0143442622950819,0.005706486936475419,0.02929207223360649,0.7384733606557377,0.7298355852971312,0.7534211705942623,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,8192,nystrom_psd,30,0.089,0.076,0.09855,0.054,0.054,0.054,0.042,0.02945,0.05855,-0.011999999999999997,-0.02455,0.004549999999999999,0.016000000000000014,0.005450000000000005,0.023100000000000016,0.016201331967213073,0.005620037141393475,0.02349273181352456,0.7403304303278688,0.7297491355020492,0.7476218301741803,0.0
01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,pauli_xz_r1_full__as2,product_map,full_115,8192,pre_psd,30,0.092,0.07745,0.10819999999999999,0.054,0.054,0.054,0.048,0.03345,0.06,-0.005999999999999998,-0.02055,0.005999999999999998,0.01100000000000001,0.0034500000000000034,0.02710000000000002,0.0114145747950819,0.0038662269467212907,0.027521452356557424,0.7355436731557377,0.7279953253073771,0.7516505507172132,0.0
02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,zz_r2_full__as2,entangling_zz,customary_30,128,independent_square_psd,30,0.006,0.002,0.008,0.004,0.004,0.004,0.009000000000000001,0.00545,0.012,0.005,0.0014500000000000003,0.008,-0.0010000000000000009,-0.0040000000000000036,0.0025499999999999993,-0.0009202355803085149,-0.0038905959925740613,0.0026378752960757616,0.9631985788361821,0.9602282184239166,0.9667566897125663,1.0
02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,zz_r2_full__as2,entangling_zz,customary_30,128,nystrom_psd,30,0.004,0.002,0.008,0.004,0.004,0.004,0.008,0.006,0.012,0.004,0.002,0.008,0.0,-0.0040000000000000036,0.0020000000000000018,6.401638819542033e-05,-0.0038729914858203207,0.0020965367133986,0.964182830804686,0.9602458229306703,0.9662153511298892,1.0
02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,zz_r2_full__as2,entangling_zz,customary_30,128,pre_psd,30,0.004,0.002,0.008,0.004,0.004,0.004,0.008,0.00545,0.012,0.004,0.0014500000000000003,0.008,0.0,-0.0040000000000000036,0.0025499999999999993,6.401638819542033e-05,-0.0038905959925740613,0.0026378752960757616,0.964182830804686,0.9602282184239166,0.9667566897125663,1.0
02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,zz_r2_full__as2,entangling_zz,customary_30,512,independent_square_psd,30,0.006,0.002,0.015099999999999994,0.004,0.004,0.004,0.009000000000000001,0.006,0.016549999999999995,0.005,0.002,0.012549999999999997,-0.0020000000000000018,-0.008200000000000006,0.0020000000000000018,-0.0019044875488124502,-0.008216503424876738,0.0020501248319570006,0.9622143268676782,0.9559023109916138,0.9661689392484476,0.9666666666666667
02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,zz_r2_full__as2,entangling_zz,customary_30,512,nystrom_psd,30,0.004,0.002,0.007099999999999994,0.004,0.004,0.004,0.008,0.004900000000000001,0.011099999999999995,0.004,0.0009000000000000004,0.007099999999999994,0.0,-0.006000000000000005,0.0020000000000000018,6.401638819542033e-05,-0.005969528199219032,0.0020501248319570006,0.964182830804686,0.9581492862172716,0.9661689392484476,1.0
02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,zz_r2_full__as2,entangling_zz,customary_30,512,pre_psd,30,0.005,0.002,0.007099999999999994,0.004,0.004,0.004,0.008,0.006,0.011099999999999995,0.004,0.002,0.007099999999999994,0.0,-0.004200000000000003,0.0020000000000000018,6.401638819542033e-05,-0.004140259906536039,0.0020501248319570006,0.964182830804686,0.9599785545099546,0.9661689392484476,1.0
