model,kernel,delta_ood,setting,qs,seed
gpc,linear,-0.00894141006549134,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
gpc,matern15_med,0.035019455252918344,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
gpc,matern25_med,0.027716129445485273,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
gpc,poly2,0.0006356983875358991,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
gpc,poly3,0.026736161150341876,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
gpc,rbf_gscale,0.03909785271652979,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
svc,laplacian_med,0.0024243006517109533,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
svc,linear,0.03398344301932719,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
svc,matern15_med,0.02099726185329298,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
svc,matern25_med,0.0174953163280011,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
svc,poly2,0.04158460232822534,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
svc,poly3,0.06508943011320878,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
svc,rbf_gscale,0.036598293061760434,m2_hist_byteent__ms42__q1000_id500_ood500,123,42
gpc,laplacian_med,-0.0025668123809066577,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
gpc,linear,-0.00894141006549134,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
gpc,matern15_med,0.035019455252918344,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
gpc,matern25_med,0.027716129445485273,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
gpc,poly2,0.0006356983875358991,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
gpc,poly3,0.026736161150341876,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
gpc,rbf_gscale,0.03909785271652979,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
svc,laplacian_med,0.0028134057100767107,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
svc,linear,0.03398344301932719,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
svc,matern15_med,0.02099726185329298,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
svc,matern25_med,0.0174953163280011,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
svc,poly2,0.041173079694480474,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
svc,poly3,0.06508943011320878,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
svc,rbf_gscale,0.036598293061760434,m2_hist_byteent__ms42__q1000_id500_ood500,123,999
gpc,laplacian_med,-0.0008673248947848489,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
gpc,linear,0.07142468515466227,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
gpc,matern15_med,-0.0028244067145668738,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
gpc,matern25_med,-0.005581603750940167,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
gpc,poly2,0.08477860811956921,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
gpc,poly3,0.08973452177113506,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
gpc,rbf_gscale,0.06479813093085404,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
svc,laplacian_med,-0.0020146901153766496,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
svc,linear,0.05486069994079148,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
svc,matern15_med,-0.0016290345809796714,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
svc,matern25_med,-0.0040677857611495895,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
svc,poly2,0.08133491222736074,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
svc,poly3,0.06747211598470179,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
svc,rbf_gscale,0.04494247171592709,m2_hist_byteent__ms42__q1000_id500_ood500,7,123
gpc,laplacian_med,-0.0008673248947848489,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
gpc,linear,0.07142468515466227,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
gpc,matern15_med,-0.0028244067145668738,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
gpc,matern25_med,-0.005581603750940167,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
gpc,poly2,0.08477860811956921,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
gpc,poly3,0.08973452177113506,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
gpc,rbf_gscale,0.06479813093085404,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
svc,laplacian_med,-0.0020146901153766496,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
svc,linear,0.05486069994079148,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
svc,matern15_med,-0.0016290345809796714,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
svc,matern25_med,-0.0040677857611495895,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
svc,poly2,0.08132531084476165,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
svc,poly3,0.06747211598470179,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
svc,rbf_gscale,0.04494247171592709,m2_hist_byteent__ms42__q1000_id500_ood500,7,42
gpc,laplacian_med,-0.0008673248947848489,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,linear,0.07142468515466227,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,matern15_med,-0.0028244067145668738,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,matern25_med,-0.005581603750940167,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,poly2,0.08477860811956921,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,poly3,0.08973452177113506,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,rbf_gscale,0.06479813093085404,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,laplacian_med,-0.0020146901153766496,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,linear,0.05486069994079148,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,matern15_med,-0.0016290345809796714,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,matern25_med,-0.0040677857611495895,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,poly2,0.0809300539277656,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,poly3,0.06747211598470179,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
svc,rbf_gscale,0.04494247171592709,m2_hist_byteent__ms42__q1000_id500_ood500,7,999
gpc,laplacian_med,-0.0018670637780019207,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,linear,0.002315415285583877,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,matern15_med,0.02149285039470943,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,matern25_med,0.016187891306784462,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,poly2,0.031629597604521956,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,poly3,0.045520488062641154,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,rbf_gscale,0.032825735376535214,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,laplacian_med,0.0014963731565547755,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,linear,0.03677523178171686,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,matern15_med,0.026917103008758936,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,matern25_med,0.022118140622247883,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,poly2,0.06254903844614179,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,poly3,0.06609982226065234,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
svc,rbf_gscale,0.043346783878560814,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,123
gpc,laplacian_med,-0.0018670637780019207,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,linear,0.002315415285583877,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,matern15_med,0.02149285039470943,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,matern25_med,0.016187891306784462,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,poly2,0.031629597604521956,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,poly3,0.045520488062641154,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,rbf_gscale,0.032825735376535214,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,laplacian_med,0.0014963731565547755,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,linear,0.03677523178171686,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,matern15_med,0.026917103008758936,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,matern25_med,0.022323901939120327,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,poly2,0.06275479976301421,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,poly3,0.06609982226065234,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
svc,rbf_gscale,0.043346783878560814,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,42
gpc,laplacian_med,-0.0018670637780019207,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,linear,0.002315415285583877,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,matern15_med,0.02149285039470943,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,matern25_med,0.016187891306784462,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,poly2,0.031629597604521956,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,poly3,0.045520488062641154,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,rbf_gscale,0.032825735376535214,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,laplacian_med,0.0014963731565547755,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,linear,0.03698099309858931,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,matern15_med,0.026917103008758936,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,matern25_med,0.022323901939120327,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,poly2,0.0619317544955245,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,poly3,0.06590526973146946,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
svc,rbf_gscale,0.043346783878560814,m2_hist_byteent__ms42__q2000_id1000_ood1000,2024,999
gpc,laplacian_med,-0.001382215388557917,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,linear,0.007907297072201946,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,matern15_med,0.005721058363764464,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,matern25_med,0.006443398039592552,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,poly2,0.0473813184701134,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,poly3,0.05762380677814081,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,rbf_gscale,0.03586712793900955,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,laplacian_med,0.0033057851239669312,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,linear,0.03357998590556728,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,matern15_med,0.006264014350695147,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,matern25_med,0.005682619001857914,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,poly2,0.0559613043756807,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,poly3,0.06404958677685953,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
svc,rbf_gscale,0.029675187391889256,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,123
gpc,laplacian_med,-0.001382215388557917,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,linear,0.007907297072201946,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,matern15_med,0.005721058363764464,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,matern25_med,0.006443398039592552,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,poly2,0.0473813184701134,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,poly3,0.05762380677814081,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,rbf_gscale,0.03586712793900955,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,laplacian_med,0.0033057851239669312,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,linear,0.03357998590556728,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,matern15_med,0.006264014350695147,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,matern25_med,0.005682619001857914,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,poly2,0.0559613043756807,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,poly3,0.06404958677685953,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
svc,rbf_gscale,0.029675187391889256,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,42
gpc,laplacian_med,-0.001382215388557917,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,linear,0.007907297072201946,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,matern15_med,0.005721058363764464,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,matern25_med,0.006443398039592552,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,poly2,0.0473813184701134,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,poly3,0.05762380677814081,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,rbf_gscale,0.03586712793900955,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,laplacian_med,0.0033057851239669312,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,linear,0.03357998590556728,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,matern15_med,0.006264014350695147,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,matern25_med,0.005682619001857914,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,poly2,0.0559613043756807,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,poly3,0.06404958677685953,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
svc,rbf_gscale,0.029675187391889256,m2_hist_byteent__ms42__q2000_id1000_ood1000,999,999
gpc,laplacian_med,-0.00057470909595978,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,linear,0.014933176949905858,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,matern15_med,-0.004066792184943968,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,matern25_med,0.0032630636748048002,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,poly2,0.05354671440476559,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,poly3,0.05678755517145588,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,rbf_gscale,0.05636470261427824,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,laplacian_med,-0.0011370721318559429,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,linear,0.04375381956233215,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,matern15_med,-0.003934072039260506,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,matern25_med,-0.002001296336306657,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,poly2,0.07722460569770669,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,poly3,0.08162350689836106,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
svc,rbf_gscale,0.052813358436988735,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,123
gpc,laplacian_med,-0.00057470909595978,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,linear,0.014933176949905858,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,matern15_med,-0.004176054816506669,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,matern25_med,0.0032642982808111396,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,poly2,0.05354671440476559,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,poly3,0.05678755517145588,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,rbf_gscale,0.05636470261427824,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,laplacian_med,-0.0015839995061576405,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,linear,0.04375381956233215,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,matern15_med,-0.003932837433254144,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,matern25_med,-0.0021130281798820818,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,poly2,0.07722460569770669,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,poly3,0.0817340041359301,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
svc,rbf_gscale,0.052813358436988735,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,42
gpc,laplacian_med,-0.00068644093953516,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,linear,0.014933176949905858,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,matern15_med,-0.004401987715670241,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,matern25_med,0.002819840118522188,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,poly2,0.05354671440476559,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,poly3,0.05678755517145588,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,rbf_gscale,0.05636470261427824,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,laplacian_med,-0.0010253402882805407,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,linear,0.04375381956233215,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,matern15_med,-0.004268032963980373,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,matern25_med,-0.0014463409364486647,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,poly2,0.0772246056977067,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,poly3,0.08184573597950554,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
svc,rbf_gscale,0.05270286119941967,m2_hist_byteent__ms42__q4000_id1800_ood1800,42,999
gpc,laplacian_med,-0.0006661222398360422,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,linear,0.025869881987478194,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,matern15_med,0.01993402827817008,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,matern25_med,0.015743542937663092,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,poly2,0.042314774783430244,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,poly3,0.03367119821940401,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,rbf_gscale,0.02028470320731448,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,laplacian_med,-0.003434692799154515,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,linear,0.004975100478775407,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,matern15_med,0.02044963251188927,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,matern25_med,0.025799426750572407,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,poly2,0.02187635105923045,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,poly3,0.03560711597892754,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
svc,rbf_gscale,0.03851819826744172,m2_hist_byteent__ms999__q1000_id500_ood500,123,123
gpc,laplacian_med,-0.0006661222398360422,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,linear,0.025869881987478194,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,matern15_med,0.01993402827817008,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,matern25_med,0.015743542937663092,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,poly2,0.042314774783430244,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,poly3,0.03367119821940401,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,rbf_gscale,0.02028470320731448,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,laplacian_med,-0.003434692799154515,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,linear,0.004975100478775407,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,matern15_med,0.02044963251188927,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,matern25_med,0.025799426750572407,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,poly2,0.02187635105923045,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,poly3,0.03560711597892754,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
svc,rbf_gscale,0.03851819826744172,m2_hist_byteent__ms999__q1000_id500_ood500,123,42
gpc,laplacian_med,-0.00025459960609119925,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,linear,0.025869881987478194,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,matern15_med,0.01993402827817008,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,matern25_med,0.015743542937663092,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,poly2,0.042314774783430244,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,poly3,0.03367119821940401,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,rbf_gscale,0.02028470320731448,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,laplacian_med,-0.003434692799154515,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,linear,0.004975100478775407,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,matern15_med,0.02044963251188927,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,matern25_med,0.025799426750572407,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,poly2,0.02187635105923045,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,poly3,0.03560711597892754,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
svc,rbf_gscale,0.03851819826744172,m2_hist_byteent__ms999__q1000_id500_ood500,123,999
gpc,laplacian_med,0.0008193179817893359,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,linear,0.039688915203789345,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,matern15_med,-0.0020626970283720734,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,matern25_med,0.002352338736778048,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,poly2,0.04243651085756348,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,poly3,0.034299339104831114,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,rbf_gscale,0.030461986526059803,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,laplacian_med,0.0019282776719848015,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,linear,0.04481765374213884,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,matern15_med,0.0027763998015714274,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,matern25_med,0.004579859499767957,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,poly2,0.05503672528844152,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,poly3,0.05753308476420602,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
svc,rbf_gscale,0.02980749227888819,m2_hist_byteent__ms999__q1000_id500_ood500,7,123
gpc,laplacian_med,0.0008193179817893359,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,linear,0.039688915203789345,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,matern15_med,-0.0020626970283720734,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,matern25_med,0.002352338736778048,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,poly2,0.04243651085756348,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,poly3,0.034299339104831114,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,rbf_gscale,0.030461986526059803,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,laplacian_med,0.0015330207549887564,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,linear,0.04441279544254369,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,matern15_med,0.0027763998015714274,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,matern25_med,0.004579859499767957,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,poly2,0.05464146837144548,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,poly3,0.05753308476420602,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
svc,rbf_gscale,0.02980749227888819,m2_hist_byteent__ms999__q1000_id500_ood500,7,42
gpc,laplacian_med,0.0008193179817893359,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,linear,0.039688915203789345,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,matern15_med,-0.0020626970283720734,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,matern25_med,0.002352338736778048,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,poly2,0.04243651085756348,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,poly3,0.034299339104831114,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,rbf_gscale,0.030461986526059803,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,laplacian_med,0.0015330207549887564,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,linear,0.04481765374213884,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,matern15_med,0.0027763998015714274,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,matern25_med,0.004579859499767957,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,poly2,0.05464146837144548,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,poly3,0.05753308476420602,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
svc,rbf_gscale,0.02980749227888819,m2_hist_byteent__ms999__q1000_id500_ood500,7,999
gpc,laplacian_med,-0.000834254055179251,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,linear,0.022859521865142264,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,matern15_med,0.0005796544490880961,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,matern25_med,-0.003972714608252948,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,poly2,0.05017053369841955,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,poly3,0.053735728811388085,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
gpc,rbf_gscale,0.04959328113240784,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,laplacian_med,-0.0004115226337448874,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
svc,linear,0.04528190101039218,m2_hist_byteent__ms999__q2000_id1000_ood1000,2024,123
