setting,qs,seed,model,dim,rank_rho
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,svc,10,0.8818181818181818
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,svc,12,0.6306562238868914
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,gpc,4,0.7142857142857144
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,gpc,6,0.7857142857142859
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,gpc,8,0.8214285714285715
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,gpc,10,0.8571428571428573
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,gpc,12,0.8928571428571429
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,svc,4,0.7961540283151328
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,svc,6,0.7783117824941564
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,svc,8,0.7545454545454545
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,svc,10,0.8818181818181818
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,svc,12,0.6306562238868914
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,gpc,4,0.4504687313477795
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,gpc,6,0.5405624776173354
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,gpc,8,0.7857142857142859
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,gpc,12,0.7142857142857144
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,svc,4,0.790909090909091
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,svc,6,0.7090909090909091
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,svc,8,0.8571428571428573
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,svc,10,0.8078131663950782
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,svc,12,0.7748062179181807
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,gpc,4,0.4504687313477795
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,gpc,6,0.5405624776173354
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,gpc,8,0.7857142857142859
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,gpc,12,0.7142857142857144
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,svc,4,0.790909090909091
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,svc,6,0.7090909090909091
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,svc,8,0.8571428571428573
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,svc,10,0.8078131663950782
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,svc,12,0.7748062179181807
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,gpc,4,0.4504687313477795
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,gpc,6,0.5405624776173354
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,gpc,8,0.7857142857142859
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,gpc,12,0.7142857142857144
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,svc,4,0.790909090909091
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,svc,6,0.7090909090909091
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,svc,8,0.8571428571428573
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,svc,10,0.8078131663950782
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,999,svc,12,0.7748062179181807
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,gpc,4,0.9642857142857145
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,gpc,6,0.10811249552346709
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,gpc,8,0.7500000000000002
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,svc,4,0.8214285714285715
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,svc,6,0.991031208965115
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,svc,8,0.5850098009747079
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,svc,10,0.44444444444444453
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,123,svc,12,0.8571428571428573
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,gpc,4,0.9642857142857145
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,gpc,6,0.10811249552346709
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,gpc,8,0.7500000000000002
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,svc,4,0.8214285714285715
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,svc,6,0.991031208965115
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,svc,8,0.5850098009747079
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,svc,10,0.44444444444444453
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,42,svc,12,0.8571428571428573
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,gpc,4,0.9642857142857145
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,gpc,6,0.10811249552346709
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,gpc,8,0.7500000000000002
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,gpc,10,0.8928571428571429
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,gpc,12,0.8571428571428573
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,svc,4,0.8214285714285715
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,svc,6,0.991031208965115
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,svc,8,0.5850098009747079
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,svc,10,0.44444444444444453
unsw_dos__m2_centroid__ms999__q2000_id1000_ood1000,999,999,svc,12,0.8571428571428573
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,gpc,4,0.34235623582431246
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,gpc,6,0.7142857142857144
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,gpc,8,0.792824967172092
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,gpc,10,0.3571428571428572
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,gpc,12,0.6785714285714287
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,svc,4,0.6227523687795278
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,svc,6,0.6853027025833884
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,svc,8,0.6666937223947137
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,svc,10,0.6605782590758165
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,123,svc,12,0.8829187134416479
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,gpc,4,0.34235623582431246
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,gpc,6,0.7142857142857144
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,gpc,8,0.792824967172092
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,gpc,10,0.3571428571428572
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,gpc,12,0.6785714285714287
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,svc,4,0.6227523687795278
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,svc,6,0.6853027025833884
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,svc,8,0.6666937223947137
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,svc,10,0.6605782590758165
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,42,svc,12,0.8829187134416479
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,gpc,4,0.34235623582431246
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,gpc,6,0.7142857142857144
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,gpc,8,0.792824967172092
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,gpc,10,0.3571428571428572
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,gpc,12,0.6785714285714287
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,svc,4,0.6227523687795278
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,svc,6,0.6853027025833884
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,svc,8,0.6666937223947137
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,svc,10,0.6605782590758165
unsw_dos__natural_cur__ms123__q1000_id500_ood500,123,999,svc,12,0.8829187134416479
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,gpc,4,-0.07142857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,gpc,6,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,gpc,8,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,gpc,10,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,gpc,12,0.642857142857143
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,svc,4,0.2773500981126146
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,svc,6,0.3090909090909091
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,svc,8,0.6416236526819377
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,svc,10,0.5405624776173354
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,123,svc,12,0.642857142857143
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,gpc,4,-0.07142857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,gpc,6,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,gpc,8,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,gpc,10,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,gpc,12,0.642857142857143
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,svc,4,0.2773500981126146
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,svc,6,0.3090909090909091
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,svc,8,0.6416236526819377
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,svc,10,0.5405624776173354
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,42,svc,12,0.642857142857143
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,gpc,4,-0.07142857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,gpc,6,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,gpc,8,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,gpc,10,0.4642857142857144
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,gpc,12,0.642857142857143
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,svc,4,0.2773500981126146
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,svc,6,0.3090909090909091
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,svc,8,0.6416236526819377
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,svc,10,0.5405624776173354
unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,2024,999,svc,12,0.642857142857143
