group,shots,model,split,n,mean_abs_dev,p95_abs_dev,mean_exact,mean_shots
toniot_scanning_natural_cur,128,svc,id_test,900,0.03667311883849172,0.1253090619923007,0.9740673151294365,0.9385738386167172
toniot_scanning_natural_cur,128,svc,id_val,900,0.03707861532354571,0.13557311738471714,0.9753079183221303,0.9390420721040335
toniot_scanning_natural_cur,128,svc,ood_test,900,0.05277244795750406,0.1755610959580492,0.9591491275330356,0.9182764732498693
toniot_scanning_natural_cur,512,gpc,id_test,900,0.002805497792395318,0.012001548586914601,0.9552748409321776,0.9547671281991295
toniot_scanning_natural_cur,512,gpc,id_val,900,0.002636787825218142,0.011538461538461608,0.9547961458713938,0.9542673692720117
toniot_scanning_natural_cur,512,gpc,ood_test,900,0.004039457366371851,0.018826137076693037,0.9413901472844562,0.9404070829310629
toniot_scanning_natural_cur,512,svc,id_test,900,0.027308157889451373,0.10395278334110666,0.9740673151294365,0.9479507215085237
toniot_scanning_natural_cur,512,svc,id_val,900,0.028603590877086794,0.10370523241046478,0.9753079183221303,0.9477164341373576
toniot_scanning_natural_cur,512,svc,ood_test,900,0.03735843368639079,0.13061253897101996,0.9591491275330356,0.9303112483445805
toniot_scanning_natural_cur,2048,gpc,id_test,900,0.0014678164320236563,0.007639505296171384,0.9552748409321776,0.9551714469703759
toniot_scanning_natural_cur,2048,gpc,id_val,900,0.0015879158285897889,0.007968304566768059,0.9547961458713938,0.9545519817078006
toniot_scanning_natural_cur,2048,gpc,ood_test,900,0.0021445412379026483,0.010384432801181476,0.9413901472844562,0.9411097093213818
toniot_scanning_natural_cur,2048,svc,id_test,900,0.013139208741433732,0.04865708159780305,0.9740673151294365,0.9623217128348043
toniot_scanning_natural_cur,2048,svc,id_val,900,0.012939219685486204,0.048112855099814125,0.9753079183221303,0.9633419871113716
toniot_scanning_natural_cur,2048,svc,ood_test,900,0.02314895529263165,0.09741634307061754,0.9591491275330356,0.947024899480491
toniot_scanning_natural_cur,8192,gpc,id_test,900,0.0007890798367872999,0.004201680672268782,0.9552748409321776,0.9551441425718316
toniot_scanning_natural_cur,8192,gpc,id_val,900,0.0008952791823688642,0.004201680672268793,0.9547961458713938,0.9546431673874153
toniot_scanning_natural_cur,8192,gpc,ood_test,900,0.0012756136445323425,0.006172839506172867,0.9413901472844562,0.9410445538417085
toniot_scanning_natural_cur,8192,svc,id_test,900,0.011111704473287954,0.04822719653228122,0.9740673151294365,0.9645092233068028
toniot_scanning_natural_cur,8192,svc,id_val,900,0.010879281328326225,0.0476312958020924,0.9753079183221303,0.9657285460253866
toniot_scanning_natural_cur,8192,svc,ood_test,900,0.02003700018937397,0.10221670894817766,0.9591491275330356,0.9485503438998214
unsw_dos_m2_centroid,128,gpc,id_test,900,0.008997190462146386,0.02418523885608932,0.8719684812641295,0.869010201039471
unsw_dos_m2_centroid,128,gpc,id_val,900,0.009278103361227679,0.026357107226371225,0.8718628779435533,0.8687392252728394
unsw_dos_m2_centroid,128,gpc,ood_test,900,0.007566090634343914,0.021662569198500795,0.8549567232140537,0.8533714609737377
unsw_dos_m2_centroid,128,svc,id_test,900,0.015002819887614292,0.04041077384096245,0.873034989078831,0.8649505115280044
unsw_dos_m2_centroid,128,svc,id_val,900,0.014303328816709695,0.038005740954697984,0.8707618990461923,0.8649797524327488
unsw_dos_m2_centroid,128,svc,ood_test,900,0.015800328873423995,0.04339956090792576,0.8705125296810733,0.8600934641260585
unsw_dos_m2_centroid,512,gpc,id_test,900,0.006019201923333896,0.016202953680540838,0.8719684812641295,0.8707856452547847
unsw_dos_m2_centroid,512,gpc,id_val,900,0.006187044251381766,0.016010607702441514,0.8718628779435533,0.8708575162461201
unsw_dos_m2_centroid,512,gpc,ood_test,900,0.0045032001702023155,0.012236010923750925,0.8549567232140537,0.8545848983581981
unsw_dos_m2_centroid,512,svc,id_test,900,0.015229300037529423,0.05814072646103905,0.873034989078831,0.8647638385739237
unsw_dos_m2_centroid,512,svc,id_val,900,0.014795871322521142,0.05732919646220141,0.8707618990461923,0.86390344532127
unsw_dos_m2_centroid,512,svc,ood_test,900,0.015826371538583718,0.061510138528236294,0.8705125296810733,0.8606582085162856
unsw_dos_m2_centroid,2048,gpc,id_test,900,0.0041530883148198465,0.01189652551659576,0.8719684812641295,0.872026341101279
unsw_dos_m2_centroid,2048,gpc,id_val,900,0.0038822688734971205,0.01169170036029977,0.8718628779435533,0.8714557959267086
unsw_dos_m2_centroid,2048,gpc,ood_test,900,0.0027311508661814147,0.008204154644097829,0.8549567232140537,0.8549125179040562
unsw_dos_m2_centroid,2048,svc,id_test,900,0.015085600369244992,0.054252386589611644,0.873034989078831,0.8640669648405278
unsw_dos_m2_centroid,2048,svc,id_val,900,0.013864226319961617,0.05232677179129799,0.8707618990461923,0.8625503771943954
unsw_dos_m2_centroid,2048,svc,ood_test,900,0.015387152313399795,0.05798961301393421,0.8705125296810733,0.8599799143135848
unsw_dos_m2_centroid,8192,gpc,id_test,900,0.0026156550213544947,0.008264462809917333,0.8719684812641295,0.8720057871103684
unsw_dos_m2_centroid,8192,gpc,id_val,900,0.0024887175176478613,0.008035835323069371,0.8718628779435533,0.871796473100603
unsw_dos_m2_centroid,8192,gpc,ood_test,900,0.001829311853482503,0.006048387096774244,0.8549567232140537,0.8548891828930416
unsw_dos_m2_centroid,8192,svc,id_test,900,0.008862136931336563,0.02847854560212508,0.873034989078831,0.8702966381207444
unsw_dos_m2_centroid,8192,svc,id_val,900,0.00879965793948313,0.028574933095450495,0.8707618990461923,0.8685880665655842
unsw_dos_m2_centroid,8192,svc,ood_test,900,0.008648359872717894,0.029120318589551754,0.8705125296810733,0.866573984873579
unsw_dos_natural_cur,128,gpc,id_test,900,0.008395454598284117,0.023798577892695662,0.8710058581455234,0.8688859501332618
unsw_dos_natural_cur,128,gpc,id_val,900,0.008567028719866336,0.022920007697735494,0.8661206100668141,0.8645350632983992
unsw_dos_natural_cur,128,gpc,ood_test,900,0.007670143861743692,0.020787145902559537,0.7790944720967116,0.7797861099009197
unsw_dos_natural_cur,128,svc,id_test,900,0.01442178169939009,0.039556892012259245,0.8738470679200845,0.8666365477553054
unsw_dos_natural_cur,128,svc,id_val,900,0.014872082668585347,0.03977812586755507,0.871605495948177,0.8631329214007702
unsw_dos_natural_cur,128,svc,ood_test,900,0.02496777664899227,0.07296726945874471,0.7994715021285586,0.7793739225788923
unsw_dos_natural_cur,512,gpc,id_test,900,0.005969838754032057,0.016033161853637633,0.8710058581455234,0.870715506509683
unsw_dos_natural_cur,512,gpc,id_val,900,0.005841992774442781,0.01603761836660478,0.8661206100668141,0.8654843070389278
unsw_dos_natural_cur,512,gpc,ood_test,900,0.004979411731437677,0.012964821680076255,0.7790944720967116,0.7796067448979753
unsw_dos_natural_cur,512,svc,id_test,900,0.016773155257246788,0.069672131147541,0.8738470679200845,0.8640902591347092
unsw_dos_natural_cur,512,svc,id_val,900,0.01629188053138875,0.05984222334491695,0.871605495948177,0.8614198100074613
unsw_dos_natural_cur,512,svc,ood_test,900,0.025739067834096813,0.08336729118067089,0.7994715021285586,0.7776573898507152
unsw_dos_natural_cur,2048,gpc,id_test,900,0.003868077039916691,0.012134064316324767,0.8710058581455234,0.8710524344949414
unsw_dos_natural_cur,2048,gpc,id_val,900,0.0039023995821358287,0.011936507936508023,0.8661206100668141,0.8658917781413158
unsw_dos_natural_cur,2048,gpc,ood_test,900,0.0033188623955270023,0.008300484094052528,0.7790944720967116,0.7792458570829474
unsw_dos_natural_cur,2048,svc,id_test,900,0.015090321936109612,0.05245645161290316,0.8738470679200845,0.8640218371395979
unsw_dos_natural_cur,2048,svc,id_val,900,0.014799042590359659,0.049268978247491386,0.871605495948177,0.8622991571564121
unsw_dos_natural_cur,2048,svc,ood_test,900,0.0183083855027262,0.0656481304824763,0.7994715021285586,0.7863309951719503
unsw_dos_natural_cur,8192,gpc,id_test,900,0.002579259950030678,0.008033026057745312,0.8710058581455234,0.8709752752757487
unsw_dos_natural_cur,8192,gpc,id_val,900,0.0024589254625591215,0.008004610655737654,0.8661206100668141,0.8660173853123156
unsw_dos_natural_cur,8192,gpc,ood_test,900,0.0021817768193750343,0.00602486758093157,0.7790944720967116,0.7791998316586611
unsw_dos_natural_cur,8192,svc,id_test,900,0.008617494008875487,0.02813280395741118,0.8738470679200845,0.8712859829493959
unsw_dos_natural_cur,8192,svc,id_val,900,0.00826438843208253,0.026077265609708238,0.871605495948177,0.868224113301213
unsw_dos_natural_cur,8192,svc,ood_test,900,0.012408034920767834,0.04516453748099161,0.7994715021285586,0.7939720672399188
unsw_recon_m2_centroid,128,gpc,id_test,900,0.009304042339681046,0.02450321587874569,0.873368504954731,0.8710247019116657
unsw_recon_m2_centroid,128,gpc,id_val,900,0.009329915065746264,0.024440310475335132,0.8771649746731873,0.8743768704412969
unsw_recon_m2_centroid,128,gpc,ood_test,900,0.007733617883961217,0.02214217735373101,0.8544482991919412,0.8532618363430372
unsw_recon_m2_centroid,128,svc,id_test,900,0.015096971098731496,0.040239172592113744,0.8749850103146305,0.8675056584523745
unsw_recon_m2_centroid,128,svc,id_val,900,0.014932256049569463,0.04200139401012185,0.8783537260354849,0.8696686865481864
unsw_recon_m2_centroid,128,svc,ood_test,900,0.015198090573225385,0.04299889931658574,0.8696857584902292,0.8598239285101571
unsw_recon_m2_centroid,512,gpc,id_test,900,0.0065587772246174115,0.016540224690082584,0.873368504954731,0.8725567517799094
unsw_recon_m2_centroid,512,gpc,id_val,900,0.006560278617098255,0.016949152542372836,0.8771649746731873,0.8764149403593203
unsw_recon_m2_centroid,512,gpc,ood_test,900,0.004602655004416608,0.012070150991517712,0.8544482991919412,0.8541219212486585
unsw_recon_m2_centroid,512,svc,id_test,900,0.016705744003441037,0.06439017650512935,0.8749850103146305,0.8642640457274393
unsw_recon_m2_centroid,512,svc,id_val,900,0.017655224374843608,0.07479653486566945,0.8783537260354849,0.8656675860951156
unsw_recon_m2_centroid,512,svc,ood_test,900,0.01867238813908002,0.08844149572479225,0.8696857584902292,0.8571142583400327
unsw_recon_m2_centroid,2048,gpc,id_test,900,0.00425180277735047,0.012170712809917328,0.873368504954731,0.8727960598397165
unsw_recon_m2_centroid,2048,gpc,id_val,900,0.00426482367755104,0.011850298640233792,0.8771649746731873,0.8770538237813249
unsw_recon_m2_centroid,2048,gpc,ood_test,900,0.0028608605503627504,0.00805179575749942,0.8544482991919412,0.8543336431834925
unsw_recon_m2_centroid,2048,svc,id_test,900,0.015308613366552152,0.05387460516847036,0.8749850103146305,0.8651040410703248
unsw_recon_m2_centroid,2048,svc,id_val,900,0.014387879397725975,0.051767428483522976,0.8783537260354849,0.8683945380530532
unsw_recon_m2_centroid,2048,svc,ood_test,900,0.015672071047642688,0.06015183087251347,0.8696857584902292,0.8591099619301104
unsw_recon_m2_centroid,8192,gpc,id_test,900,0.0027255927088783707,0.008163878448490687,0.873368504954731,0.8730559882540228
unsw_recon_m2_centroid,8192,gpc,id_val,900,0.0027978765593156415,0.008196721311475207,0.8771649746731873,0.8770122740443252
unsw_recon_m2_centroid,8192,gpc,ood_test,900,0.0018809564227478025,0.005969528199218926,0.8544482991919412,0.8544210690492109
unsw_recon_m2_centroid,8192,svc,id_test,900,0.009119268221509023,0.029435513317092266,0.8749850103146305,0.8724886444573521
unsw_recon_m2_centroid,8192,svc,id_val,900,0.008783379432138742,0.028695104163363534,0.8783537260354849,0.874980385925832
unsw_recon_m2_centroid,8192,svc,ood_test,900,0.008409721588623239,0.029498979971762807,0.8696857584902292,0.8658354153629908
unsw_recon_natural_cur,128,gpc,id_test,900,0.009140951441544315,0.024001612903225722,0.866112207935205,0.8642488767040977
unsw_recon_natural_cur,128,gpc,id_val,900,0.008844608727425174,0.023842857142857287,0.8724301405036053,0.8703093044540963
unsw_recon_natural_cur,128,gpc,ood_test,900,0.010741941788722465,0.030997575233892877,0.7587243389687772,0.7529981146928938
unsw_recon_natural_cur,128,svc,id_test,900,0.01601581134181913,0.04754187341489915,0.8719435814700565,0.8617737164537953
unsw_recon_natural_cur,128,svc,id_val,900,0.014951574249496535,0.04045891181310411,0.8777108555568002,0.8683875213915982
unsw_recon_natural_cur,128,svc,ood_test,900,0.024519278968709205,0.07209999999999987,0.7701348325435218,0.750922912881276
unsw_recon_natural_cur,512,gpc,id_test,900,0.006675825055000211,0.016096774193548387,0.866112207935205,0.8653851486122333
unsw_recon_natural_cur,512,gpc,id_val,900,0.005829044157610009,0.016025641025640976,0.8724301405036053,0.8715700694013757
unsw_recon_natural_cur,512,gpc,ood_test,900,0.006780973666504705,0.01789468766001013,0.7587243389687772,0.7568786384877445
unsw_recon_natural_cur,512,svc,id_test,900,0.018918735421713812,0.0748944714362171,0.8719435814700565,0.8584945672743753
unsw_recon_natural_cur,512,svc,id_val,900,0.01883903268638429,0.08193549846682326,0.8777108555568002,0.8644854863220742
unsw_recon_natural_cur,512,svc,ood_test,900,0.025411198412023533,0.09168218671043958,0.7701348325435218,0.7497927067645066
unsw_recon_natural_cur,2048,gpc,id_test,900,0.004264219171836243,0.012032283666154742,0.866112207935205,0.866023726378212
unsw_recon_natural_cur,2048,gpc,id_val,900,0.0042278771043164675,0.012102971311475197,0.8724301405036053,0.8719575327663296
unsw_recon_natural_cur,2048,gpc,ood_test,900,0.004031890598971823,0.010592035172775896,0.7587243389687772,0.758052220705046
unsw_recon_natural_cur,2048,svc,id_test,900,0.0155417489345021,0.05353618486033743,0.8719435814700565,0.8610677976427107
unsw_recon_natural_cur,2048,svc,id_val,900,0.015546173638276739,0.06129007644897468,0.8777108555568002,0.8668239987902051
unsw_recon_natural_cur,2048,svc,ood_test,900,0.021402688944184945,0.0708532238370948,0.7701348325435218,0.7542063685326381
unsw_recon_natural_cur,8192,gpc,id_test,900,0.002752914220801933,0.008032902769744776,0.866112207935205,0.8663584808928102
unsw_recon_natural_cur,8192,gpc,id_val,900,0.002506428147057427,0.008013103215449496,0.8724301405036053,0.8723902492028688
unsw_recon_natural_cur,8192,gpc,ood_test,900,0.002853381907945405,0.008013624689909281,0.7587243389687772,0.7585366212064467
unsw_recon_natural_cur,8192,svc,id_test,900,0.010149998015449356,0.03254556394561584,0.8719435814700565,0.867258816926128
unsw_recon_natural_cur,8192,svc,id_val,900,0.009510796645122124,0.03169338786713855,0.8777108555568002,0.8727609956268717
unsw_recon_natural_cur,8192,svc,ood_test,900,0.013432028200792279,0.04977143983649553,0.7701348325435218,0.7631285098766777
