===== FAMILY=quantum :: TOP-10 Robustez (min drop_bal_acc_mean) =====
dim=6 | pauli_xz_r1_full__d6 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q1000_id500_ood500 | drop=-0.0395±0.0167 | OOD=0.7257±0.0193 | ID=0.6862±0.0154
dim=12 | zz_r1_full__d12 | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8004 | drop=-0.0077±0.0124 | OOD=0.7926±0.0096
dim=12 | pauli_xz_r1_full__d12 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q2000_id1000_ood1000 | tradeoff=0.8001 | drop=-0.0349±0.0260 | OOD=0.7651±0.0234
dim=10 | zmap_r2__d10 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q2000_id1000_ood1000 | tradeoff=0.7991 | drop=-0.0298±0.0228 | OOD=0.7694±0.0164
dim=12 | zmap_r2__d12 | variant_name=m2_hist_byteent master_seed=999 size_tag=size_q2000_id1000_ood1000 | tradeoff=0.7989 | drop=-0.0293±0.0234 | OOD=0.7696±0.0163

===== FAMILY=classical :: TOP-10 Robustez (min drop_bal_acc_mean) =====
dim=12 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q2000_id1000_ood1000 | drop=-0.0770±0.0155 | OOD=0.7690±0.0191 | ID=0.6919±0.0250
dim=8 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q1000_id500_ood500 | drop=-0.0724±0.0409 | OOD=0.7089±0.0501 | ID=0.6364±0.0341
dim=12 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q4000_id1800_ood1800 | drop=-0.0678±0.0297 | OOD=0.7838±0.0123 | ID=0.7160±0.0205
dim=6 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q1000_id500_ood500 | drop=-0.0670±0.0431 | OOD=0.6904±0.0547 | ID=0.6233±0.0286
dim=10 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q4000_id1800_ood1800 | drop=-0.0642±0.0304 | OOD=0.7780±0.0145 | ID=0.7138±0.0166
dim=10 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q1000_id500_ood500 | drop=-0.0610±0.0383 | OOD=0.7110±0.0448 | ID=0.6501±0.0345
dim=10 | rbf_gscale | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q1000_id500_ood500 | drop=-0.0543±0.0195 | OOD=0.7350±0.0129 | ID=0.6807±0.0141
dim=4 | linear | variant_name=m1_hist_byteent master_seed=123 size_tag=size_q4000_id1800_ood1800 | drop=-0.0492±0.0201 | OOD=0.6631±0.0380 | ID=0.6140±0.0512
dim=8 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q2000_id1000_ood1000 | drop=-0.0480±0.0313 | OOD=0.7084±0.0325 | ID=0.6604±0.0166
dim=12 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q1000_id500_ood500 | drop=-0.0474±0.0597 | OOD=0.7296±0.0412 | ID=0.6822±0.0311

===== FAMILY=classical :: TOP-10 Trade-off (max tradeoff_score) =====
dim=12 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8516 | drop=-0.0678±0.0297 | OOD=0.7838±0.0123
dim=12 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q2000_id1000_ood1000 | tradeoff=0.8460 | drop=-0.0770±0.0155 | OOD=0.7690±0.0191
dim=10 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8422 | drop=-0.0642±0.0304 | OOD=0.7780±0.0145
dim=12 | rbf_gscale | variant_name=m1_hist_byteent master_seed=999 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.8039 | drop=-0.0407±0.0119 | OOD=0.7632±0.0235
dim=10 | rbf_gscale | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q1000_id500_ood500 | tradeoff=0.7893 | drop=-0.0543±0.0195 | OOD=0.7350±0.0129
dim=10 | rbf_gscale | variant_name=m1_hist_byteent master_seed=999 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.7872 | drop=-0.0340±0.0157 | OOD=0.7532±0.0188
dim=10 | rbf_gscale | variant_name=m1_hist_byteent master_seed=42 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.7820 | drop=-0.0333±0.0201 | OOD=0.7487±0.0197
dim=12 | rbf_gscale | variant_name=m1_hist_byteent master_seed=999 size_tag=size_q2000_id1000_ood1000 | tradeoff=0.7814 | drop=-0.0308±0.0166 | OOD=0.7505±0.0091
dim=8 | linear | variant_name=m2_hist_byteent master_seed=42 size_tag=size_q1000_id500_ood500 | tradeoff=0.7813 | drop=-0.0724±0.0409 | OOD=0.7089±0.0501
dim=12 | rbf_gscale | variant_name=m2_hist_byteent master_seed=123 size_tag=size_q4000_id1800_ood1800 | tradeoff=0.7810 | drop=-0.0343±0.0202 | OOD=0.7466±0.0220
