group,setting,model,q_p1_ood,c_p1_ood,delta
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q4000_id1800_ood1800,svc,0.8485320793084502,0.8515628563749875,-0.0030307770665373157
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms123__q1000_id500_ood500,svc,0.9100161153734213,0.9226136592018575,-0.012597543828436142
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms123__q2000_id1000_ood1000,svc,0.9262378118520135,0.9378590291637094,-0.011621217311695964
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms123__q4000_id1800_ood1800,svc,0.9487925533234239,0.9491185878361476,-0.0003260345127236164
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q1000_id500_ood500,svc,0.8844958101123439,0.9114116707279825,-0.026915860615638554
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q2000_id1000_ood1000,svc,0.9022315691205899,0.910737825571649,-0.008506256451059069
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q4000_id1800_ood1800,svc,0.9305860223537497,0.9289055479699676,0.001680474383782049
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms999__q1000_id500_ood500,svc,0.8960412082642996,0.8969699390368254,-0.0009287307725258653
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms999__q2000_id1000_ood1000,svc,0.9149486282310193,0.9363926638060416,-0.02144403557502228
unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms999__q4000_id1800_ood1800,svc,0.9385367571182004,0.9438567704211253,-0.005320013302924864
unsw_recon_natural_cur,unsw_recon__natural_cur__ms123__q1000_id500_ood500,svc,0.7857323807028948,0.7861677775862834,-0.00043539688338867233
unsw_recon_natural_cur,unsw_recon__natural_cur__ms123__q2000_id1000_ood1000,svc,0.8271027417586736,0.8193633354268232,0.00773940633185044
unsw_recon_natural_cur,unsw_recon__natural_cur__ms123__q4000_id1800_ood1800,svc,0.8367906521814998,0.8351115214339018,0.0016791307475980677
unsw_recon_natural_cur,unsw_recon__natural_cur__ms42__q1000_id500_ood500,svc,0.7921111378877943,0.7748240685238883,0.017287069363906005
unsw_recon_natural_cur,unsw_recon__natural_cur__ms42__q2000_id1000_ood1000,svc,0.8332290703902175,0.8283687458602308,0.004860324529986748
unsw_recon_natural_cur,unsw_recon__natural_cur__ms42__q4000_id1800_ood1800,svc,0.8268195779846539,0.8138896582573931,0.012929919727260764
unsw_recon_natural_cur,unsw_recon__natural_cur__ms999__q1000_id500_ood500,svc,0.7773673956728776,0.8032231028424816,-0.025855707169603948
unsw_recon_natural_cur,unsw_recon__natural_cur__ms999__q2000_id1000_ood1000,svc,0.823622319160107,0.8195362761437655,0.004086043016341523
unsw_recon_natural_cur,unsw_recon__natural_cur__ms999__q4000_id1800_ood1800,svc,0.7981411002284688,0.8007670330811093,-0.0026259328526404557
ember_m1,m1_hist_byteent__ms123__q1000_id500_ood500,gpc,0.7400113618798253,0.7493950425384956,-0.009383680658670346
ember_m1,m1_hist_byteent__ms123__q2000_id1000_ood1000,gpc,0.748927656417686,0.7679564155725331,-0.01902875915484714
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800,gpc,0.7469772781200541,0.7557616544596079,-0.008784376339553757
ember_m1,m1_hist_byteent__ms42__q1000_id500_ood500,gpc,0.7131940205038257,0.7510829284161606,-0.0378889079123349
ember_m1,m1_hist_byteent__ms42__q2000_id1000_ood1000,gpc,0.7564913941073536,0.7523568575718943,0.0041345365354592545
ember_m1,m1_hist_byteent__ms42__q4000_id1800_ood1800,gpc,0.7531384650977284,0.7540331707321251,-0.000894705634396642
ember_m1,m1_hist_byteent__ms999__q1000_id500_ood500,gpc,0.7321542031710079,0.7533749802533438,-0.02122077708233594
ember_m1,m1_hist_byteent__ms999__q2000_id1000_ood1000,gpc,0.7526303911024749,0.7543910085758492,-0.001760617473374304
ember_m1,m1_hist_byteent__ms999__q4000_id1800_ood1800,gpc,0.7529909435236403,0.7485710749687093,0.004419868554930928
ember_m2,m2_hist_byteent__ms123__q1000_id500_ood500,gpc,0.7604356679967579,0.7615164090325184,-0.0010807410357605018
ember_m2,m2_hist_byteent__ms123__q2000_id1000_ood1000,gpc,0.7800453125883652,0.7768716659300764,0.0031736466582887868
ember_m2,m2_hist_byteent__ms123__q4000_id1800_ood1800,gpc,0.7946829845442934,0.7913869533134608,0.0032960312308326634
ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500,gpc,0.7548654588074328,0.7670351239452579,-0.012169665137825025
ember_m2,m2_hist_byteent__ms42__q2000_id1000_ood1000,gpc,0.7837516844933032,0.775622540259626,0.008129144233677277
ember_m2,m2_hist_byteent__ms42__q4000_id1800_ood1800,gpc,0.7902029763902967,0.7849032106703293,0.005299765719967375
ember_m2,m2_hist_byteent__ms999__q1000_id500_ood500,gpc,0.7701170796043495,0.7629030242292917,0.007214055375057815
ember_m2,m2_hist_byteent__ms999__q2000_id1000_ood1000,gpc,0.7815695385000755,0.7765429596197749,0.0050265788803005584
ember_m2,m2_hist_byteent__ms999__q4000_id1800_ood1800,gpc,0.7975086876970782,0.7953663315210646,0.002142356176013549
