group,model,family,n_pool,family_mean_ood,family_median_ood,expected_max_ood_k5,expected_max_ood_k10,expected_max_ood_k20,expected_max_ood_k30,expected_max_ood_k40,expected_max_ood_k50,expected_max_ood_k60,auc_b
ember_m2,gpc,quantum,60,0.7501354478016162,0.7592127932993986,0.7758024971835776,0.7799920327323605,0.7826043518279292,0.7837116709353966,0.7843553754175223,0.7847752886899632,0.7850767226954384,0.7788461461748891
toniot_scanning_m2_centroid,gpc,classical_ext,115,0.8522580121714661,0.8691758148962206,0.9361918590086598,0.9479480649422026,0.9535900578505969,0.9554002456467237,0.956265823937172,0.9567784890999999,0.9571148262033894,0.9450144360198316
toniot_scanning_m2_centroid,gpc,quantum,60,0.9266741441553589,0.9370650536282734,0.9541599413276622,0.9567539978083304,0.9578987543626329,0.9582408417068835,0.958417614154401,0.9585500395159359,0.9586708962841928,0.9542791160607651
toniot_scanning_natural_cur,gpc,classical_ext,115,0.8566221536993393,0.9046013080025375,0.9776960823651449,0.9866660376617838,0.9888173188110934,0.9893070680797512,0.9895261411397801,0.9896510327714739,0.9897339290326117,0.9874348983238608
toniot_scanning_natural_cur,gpc,quantum,60,0.9532829378263262,0.9760324933680506,0.9859467574545165,0.9883030451338168,0.9892611811079137,0.9894638331697755,0.9895658860320831,0.9896352121971519,0.9896830234933124,0.9761231808191428
unsw_dos_m2_centroid,gpc,classical_ext,115,0.8308107016398738,0.881331644388123,0.9125221210766782,0.921373085109882,0.9269618919104977,0.9291604761225734,0.9303182799526954,0.9310462012219691,0.9315486100189956,0.8982378835683916
unsw_dos_m2_centroid,gpc,quantum,60,0.8736513541145803,0.8905887416804009,0.9108836181878668,0.9182625236151793,0.9242864549028622,0.9267506152922987,0.9278760869967142,0.9283415796056016,0.9285186048020942,0.8924443059377767
unsw_dos_natural_cur,gpc,classical_ext,115,0.7568707360110958,0.7522704674157915,0.7973101426850717,0.8070278209816625,0.8129815182798885,0.8155840682367622,0.8172212552812341,0.8183924350981507,0.8192704542211957,0.8047913792964817
unsw_dos_natural_cur,gpc,quantum,60,0.7907715484651519,0.7950858629683917,0.8056158389438239,0.8092977577732094,0.8128028903679181,0.8147524418153794,0.8159496765707213,0.8166764275157297,0.8170954344198685,0.8012841112621577
unsw_recon_m2_centroid,gpc,classical_ext,115,0.8301582330352828,0.8807244033326911,0.9159534487733608,0.9250353122370633,0.930568821961849,0.9326114620245252,0.9336145151219457,0.9342138265571189,0.9346154347986941,0.9068626569153491
unsw_recon_m2_centroid,gpc,quantum,60,0.87329074094559,0.8932611020024102,0.9143201271782093,0.9218281168599083,0.9277783698436854,0.9300595507552449,0.9310298258711676,0.931418120525347,0.9315637291734621,0.8988100113775449
unsw_recon_natural_cur,gpc,classical_ext,115,0.767889890542947,0.7712158718890113,0.7860326625614291,0.7914951147271465,0.7962947595184046,0.7986892528023648,0.8001874484647639,0.8012446110703196,0.8020444917549112,0.7841361236734378
unsw_recon_natural_cur,gpc,quantum,60,0.7769840128638329,0.7777690472270806,0.7921161382223048,0.7964865169645241,0.7993784651495224,0.8005366157363203,0.8012644201722395,0.8017904251297003,0.8021701957468446,0.7903355928545285
