group,setting,model,scheme,budget,delta_median,delta_p2.5,delta_p97.5,frac_lt0
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,svc,kernel_stratified,60,-0.005162318997744886,-0.01029168934046698,0.0027713884161557623,0.8962
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500,svc,kernel_stratified,60,-0.007287195200660679,-0.012604431687345596,5.017898935888443e-05,0.9706
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,svc,kernel_stratified,60,-0.00414007934323668,-0.013470945121071387,0.00827707293936275,0.818
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q4000_id1800_ood1800,svc,kernel_stratified,60,-0.005290445225931362,-0.00889494178192618,-0.0008952501420646947,0.985
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q1000_id500_ood500,svc,kernel_stratified,60,-0.016545823093360057,-0.023446551297058638,-0.00634499652543552,0.9996
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q2000_id1000_ood1000,svc,kernel_stratified,60,-0.013775659760117631,-0.02110240590525203,-0.003968262800964739,0.9962
unsw_dos_natural_cur,unsw_dos__natural_cur__ms999__q4000_id1800_ood1800,svc,kernel_stratified,60,-0.0007329311287187501,-0.007312354946056976,0.0064556293094127915,0.5878
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q1000_id500_ood500,svc,kernel_blocked,60,0.016688668301209963,-0.003335263410746969,0.026587781802539623,0.0362
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q2000_id1000_ood1000,svc,kernel_blocked,60,0.006056806502584777,-0.00047052430275595913,0.013052888293318188,0.0356
unsw_dos_natural_cur,unsw_dos__natural_cur__ms123__q4000_id1800_ood1800,svc,kernel_blocked,60,-0.005065329157788845,-0.010159453894699855,0.003544930191966923,0.873
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500,svc,kernel_blocked,60,-0.0065109652059525125,-0.011763356742677478,0.0015951696955168737,0.9468
unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q2000_id1000_ood1000,svc,kernel_blocked,60,-0.0050071846869664816,-0.013108722060242273,0.005487207462409278,0.8956
