run,dataset,dim,scope,n_kernels,rho_rank_ktaood,rho_rank_survival
m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s999,ember,12,classical_only,19,0.9614035087719298,-0.03684210526315789
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,4,all,23,0.9100790513833993,0.7440711462450592
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,4,classical_only,19,0.9719298245614034,0.7087719298245614
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,6,all,23,0.933794466403162,0.8725296442687748
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,6,classical_only,19,0.9245614035087718,0.843859649122807
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,8,all,23,0.9397233201581027,-0.49604743083003955
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,8,classical_only,19,0.9578947368421052,-0.6666666666666666
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,10,all,23,0.9249011857707511,-0.20355731225296442
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,10,classical_only,19,0.9526315789473684,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,12,all,23,0.8903162055335968,-0.2816205533596838
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s123,ember,12,classical_only,19,0.9157894736842105,-0.10701754385964912
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,4,all,23,0.9100790513833993,0.7440711462450592
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,4,classical_only,19,0.9719298245614034,0.7087719298245614
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,6,all,23,0.933794466403162,0.8725296442687748
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,6,classical_only,19,0.9245614035087718,0.843859649122807
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,8,all,23,0.9397233201581027,-0.49604743083003955
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,8,classical_only,19,0.9578947368421052,-0.6666666666666666
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,10,all,23,0.9249011857707511,-0.20355731225296442
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,10,classical_only,19,0.9526315789473684,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,12,all,23,0.8903162055335968,-0.2816205533596838
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s42,ember,12,classical_only,19,0.9157894736842105,-0.10701754385964912
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,4,all,23,0.9100790513833993,0.7440711462450592
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,4,classical_only,19,0.9719298245614034,0.7087719298245614
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,6,all,23,0.933794466403162,0.8725296442687748
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,6,classical_only,19,0.9245614035087718,0.843859649122807
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,8,all,23,0.9397233201581027,-0.49604743083003955
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,8,classical_only,19,0.9578947368421052,-0.6666666666666666
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,10,all,23,0.9249011857707511,-0.20355731225296442
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,10,classical_only,19,0.9526315789473684,0.0
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,12,all,23,0.8903162055335968,-0.2816205533596838
m2_hist_byteent__ms42__q1000_id500_ood500__qs7__s999,ember,12,classical_only,19,0.9157894736842105,-0.10701754385964912
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,4,all,23,0.8023715415019764,0.9782608695652174
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,4,classical_only,19,0.8929824561403509,0.9947368421052631
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,6,all,23,0.9249011857707511,0.950592885375494
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,6,classical_only,19,0.9789473684210527,0.9684210526315788
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,8,all,23,0.8913043478260869,0.9703557312252965
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,8,classical_only,19,0.9421052631578948,0.9842105263157893
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,10,all,23,0.9298418972332017,0.9693675889328063
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,10,classical_only,19,0.9719298245614034,0.9526315789473684
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,12,all,23,0.9249011857707511,0.9703557312252965
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s123,ember,12,classical_only,19,0.9666666666666668,0.9631578947368421
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,4,all,23,0.8023715415019764,0.9782608695652174
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,4,classical_only,19,0.8929824561403509,0.9947368421052631
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,6,all,23,0.9249011857707511,0.950592885375494
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,6,classical_only,19,0.9789473684210527,0.9684210526315788
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,8,all,23,0.8913043478260869,0.9703557312252965
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,8,classical_only,19,0.9421052631578948,0.9842105263157893
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,10,all,23,0.9298418972332017,0.9693675889328063
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,10,classical_only,19,0.9719298245614034,0.9526315789473684
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,12,all,23,0.9249011857707511,0.9703557312252965
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s42,ember,12,classical_only,19,0.9666666666666668,0.9631578947368421
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,4,all,23,0.8023715415019764,0.9782608695652174
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,4,classical_only,19,0.8929824561403509,0.9947368421052631
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,6,all,23,0.9249011857707511,0.950592885375494
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,6,classical_only,19,0.9789473684210527,0.9684210526315788
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,8,all,23,0.8913043478260869,0.9703557312252965
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,8,classical_only,19,0.9421052631578948,0.9842105263157893
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,10,all,23,0.9298418972332017,0.9693675889328063
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,10,classical_only,19,0.9719298245614034,0.9526315789473684
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,12,all,23,0.9249011857707511,0.9703557312252965
m2_hist_byteent__ms42__q1000_id500_ood500__qs999__s999,ember,12,classical_only,19,0.9666666666666668,0.9631578947368421
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,4,all,23,0.3102766798418973,0.9476284584980237
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,4,classical_only,19,0.5228070175438596,0.9859649122807018
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,6,all,23,0.5869565217391304,0.9782608695652174
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,6,classical_only,19,0.6842105263157895,0.9824561403508772
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,8,all,23,0.6857707509881423,0.8112648221343874
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,8,classical_only,19,0.780701754385965,0.8315789473684211
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,10,all,23,0.9318181818181819,0.5069169960474309
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,10,classical_only,19,0.956140350877193,0.4473684210526316
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,12,all,23,0.9090909090909092,0.5138339920948617
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s123,ember,12,classical_only,19,0.956140350877193,0.44912280701754387
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,4,all,23,0.3102766798418973,0.9476284584980237
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,4,classical_only,19,0.5228070175438596,0.9859649122807018
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,6,all,23,0.5869565217391304,0.9782608695652174
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,6,classical_only,19,0.6842105263157895,0.9824561403508772
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,8,all,23,0.6857707509881423,0.8112648221343874
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,8,classical_only,19,0.780701754385965,0.8315789473684211
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,10,all,23,0.9318181818181819,0.5069169960474309
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,10,classical_only,19,0.956140350877193,0.4473684210526316
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,12,all,23,0.9090909090909092,0.5138339920948617
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s42,ember,12,classical_only,19,0.956140350877193,0.44912280701754387
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,4,all,23,0.3102766798418973,0.9476284584980237
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,4,classical_only,19,0.5228070175438596,0.9859649122807018
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,6,all,23,0.5869565217391304,0.9782608695652174
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,6,classical_only,19,0.6842105263157895,0.9824561403508772
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,8,all,23,0.6857707509881423,0.8112648221343874
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,8,classical_only,19,0.780701754385965,0.8315789473684211
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,10,all,23,0.9318181818181819,0.5069169960474309
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,10,classical_only,19,0.956140350877193,0.4473684210526316
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,12,all,23,0.9090909090909092,0.5138339920948617
m2_hist_byteent__ms999__q1000_id500_ood500__qs123__s999,ember,12,classical_only,19,0.956140350877193,0.44912280701754387
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,4,all,23,0.884387351778656,0.6956521739130435
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,4,classical_only,19,0.9684210526315788,0.6526315789473683
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,6,all,23,0.8833992094861661,0.7964426877470356
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,6,classical_only,19,0.8736842105263157,0.7228070175438598
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,8,all,23,0.724308300395257,0.1956521739130435
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,8,classical_only,19,0.7982456140350876,0.15789473684210528
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,10,all,23,0.8231225296442688,-0.4792490118577075
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,10,classical_only,19,0.8491228070175438,-0.45789473684210524
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,12,all,23,0.8013833992094862,-0.4575098814229249
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s123,ember,12,classical_only,19,0.8491228070175438,-0.39824561403508774
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,4,all,23,0.884387351778656,0.6956521739130435
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,4,classical_only,19,0.9684210526315788,0.6526315789473683
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,6,all,23,0.8833992094861661,0.7964426877470356
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,6,classical_only,19,0.8736842105263157,0.7228070175438598
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,8,all,23,0.724308300395257,0.1956521739130435
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,8,classical_only,19,0.7982456140350876,0.15789473684210528
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,10,all,23,0.8231225296442688,-0.4792490118577075
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,10,classical_only,19,0.8491228070175438,-0.45789473684210524
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,12,all,23,0.8013833992094862,-0.4575098814229249
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s42,ember,12,classical_only,19,0.8491228070175438,-0.39824561403508774
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,4,all,23,0.884387351778656,0.6956521739130435
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,4,classical_only,19,0.9684210526315788,0.6526315789473683
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,6,all,23,0.8833992094861661,0.7964426877470356
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,6,classical_only,19,0.8736842105263157,0.7228070175438598
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,8,all,23,0.724308300395257,0.1956521739130435
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,8,classical_only,19,0.7982456140350876,0.15789473684210528
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,10,all,23,0.8231225296442688,-0.4792490118577075
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,10,classical_only,19,0.8491228070175438,-0.45789473684210524
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,12,all,23,0.8013833992094862,-0.4575098814229249
m2_hist_byteent__ms999__q1000_id500_ood500__qs2024__s999,ember,12,classical_only,19,0.8491228070175438,-0.39824561403508774
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,4,all,23,0.941699604743083,0.7944664031620554
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,4,classical_only,19,0.9666666666666668,0.7649122807017543
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,6,all,23,0.9555335968379446,0.8468379446640316
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,6,classical_only,19,0.9614035087719298,0.819298245614035
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,8,all,23,0.9239130434782609,0.8636363636363636
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,8,classical_only,19,0.9333333333333333,0.8456140350877193
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,10,all,23,0.9239130434782609,0.8725296442687748
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,10,classical_only,19,0.9333333333333333,0.8508771929824561
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,12,all,23,0.9634387351778656,0.8794466403162056
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s123,ember,12,classical_only,19,0.9666666666666668,0.8684210526315789
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,4,all,23,0.941699604743083,0.7944664031620554
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,4,classical_only,19,0.9666666666666668,0.7649122807017543
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,6,all,23,0.9555335968379446,0.8468379446640316
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,6,classical_only,19,0.9614035087719298,0.819298245614035
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,8,all,23,0.9239130434782609,0.8636363636363636
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,8,classical_only,19,0.9333333333333333,0.8456140350877193
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,10,all,23,0.9239130434782609,0.8725296442687748
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,10,classical_only,19,0.9333333333333333,0.8508771929824561
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,12,all,23,0.9634387351778656,0.8794466403162056
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s42,ember,12,classical_only,19,0.9666666666666668,0.8684210526315789
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,4,all,23,0.941699604743083,0.7944664031620554
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,4,classical_only,19,0.9666666666666668,0.7649122807017543
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,6,all,23,0.9555335968379446,0.8468379446640316
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,6,classical_only,19,0.9614035087719298,0.819298245614035
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,8,all,23,0.9239130434782609,0.8636363636363636
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,8,classical_only,19,0.9333333333333333,0.8456140350877193
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,10,all,23,0.9239130434782609,0.8725296442687748
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,10,classical_only,19,0.9333333333333333,0.8508771929824561
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,12,all,23,0.9634387351778656,0.8794466403162056
m2_hist_byteent__ms999__q1000_id500_ood500__qs42__s999,ember,12,classical_only,19,0.9666666666666668,0.8684210526315789
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,4,all,23,0.5573122529644269,0.7628458498023717
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,4,classical_only,19,0.5947368421052631,0.787719298245614
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,6,all,23,0.6936758893280633,0.6867588932806324
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,6,classical_only,19,0.7736842105263159,0.6929824561403508
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,8,all,23,0.5316205533596838,-0.0691699604743083
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,8,classical_only,19,0.6368421052631579,0.06842105263157894
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,10,all,23,0.5948616600790514,0.02766798418972332
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,10,classical_only,19,0.7087719298245614,0.1824561403508772
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,12,all,23,0.5276679841897233,-0.2440711462450593
m2_hist_byteent__ms999__q1000_id500_ood500__qs7__s42,ember,12,classical_only,19,0.6508771929824562,-0.08771929824561404
