setting,model,dataset,n_cells,rho_eff_rank,rho_kta_ood
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs2024,svc,unsw_recon,40,-0.12051416091650724,0.21355749046094571
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs42,gpc,unsw_recon,40,0.5759626952160384,0.6747420814839341
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs42,svc,unsw_recon,40,0.31139880767653316,0.42382224428482834
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs7,gpc,unsw_recon,40,0.4169286575927052,0.4885281547214997
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs7,svc,unsw_recon,40,0.3578591400577415,0.27308071782768956
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs999,gpc,unsw_recon,40,0.301500938086304,0.32045028142589127
unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs999,svc,unsw_recon,40,0.4478217661565921,0.3695634780989814
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs123,gpc,unsw_recon,40,0.6146629773636592,0.6260143540823715
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs123,svc,unsw_recon,40,0.5088896236537108,0.6944692098607611
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs2024,gpc,unsw_recon,40,0.6202626641651032,0.42926829268292693
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs2024,svc,unsw_recon,40,0.4290806754221389,0.6037523452157599
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs42,gpc,unsw_recon,40,0.21425891181988743,0.4210131332082552
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs42,svc,unsw_recon,40,0.19747527151283856,0.4924680368953726
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs7,gpc,unsw_recon,40,0.275984990619137,0.5883677298311445
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs7,svc,unsw_recon,40,0.2379098459392918,0.6120362125031307
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999,gpc,unsw_recon,40,0.13883677298311448,0.5326454033771107
unsw_recon__natural_cur__ms42__q2000_id1000_ood1000__qs999,svc,unsw_recon,40,-0.016417280378302864,0.34663914855902334
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs123,gpc,unsw_recon,40,0.5880476618430023,0.42180317288547203
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs123,svc,unsw_recon,40,0.5911819887429645,0.5455909943714823
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs2024,gpc,unsw_recon,40,0.6063789868667919,0.4808630393996248
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs2024,svc,unsw_recon,40,0.34663914855902334,0.47225479671072346
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs42,gpc,unsw_recon,40,0.08818011257035648,0.42795497185741094
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs42,svc,unsw_recon,40,0.2183541420851753,0.5956648448460219
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs7,gpc,unsw_recon,40,0.04793845870464436,0.3462638964360907
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs7,svc,unsw_recon,40,0.23283302063789874,0.4457786116322702
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs999,gpc,unsw_recon,40,0.2879121913200657,0.4063042361053125
unsw_recon__natural_cur__ms42__q4000_id1800_ood1800__qs999,svc,unsw_recon,40,0.2461538461538462,0.39080675422138844
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs123,gpc,unsw_recon,40,0.5289923155626491,-0.004316006831479578
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs123,svc,unsw_recon,40,0.48424332169903067,0.2048648821831647
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs2024,gpc,unsw_recon,40,-0.04371482176360226,0.21388367729831145
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs2024,svc,unsw_recon,40,0.10226100054385331,0.02354817535459374
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs42,gpc,unsw_recon,40,0.12724206243765296,0.42727039416333645
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs42,svc,unsw_recon,40,-0.0931312389834968,0.282877898793149
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs7,gpc,unsw_recon,40,0.34609250551034393,0.5338211863252526
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs7,svc,unsw_recon,40,0.20323716252342025,0.5733990305543034
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs999,gpc,unsw_recon,40,0.8551724373215384,0.537743388006335
unsw_recon__natural_cur__ms999__q1000_id500_ood500__qs999,svc,unsw_recon,40,0.5158375233643402,0.4311746362911403
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs123,gpc,unsw_recon,40,0.746470285543748,0.5214128248148989
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs123,svc,unsw_recon,40,0.4845761035476174,0.3067465319014261
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs2024,gpc,unsw_recon,40,0.7690792259504393,0.5711337311034733
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs2024,svc,unsw_recon,40,0.712273832907452,0.6752750339403412
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs42,gpc,unsw_recon,40,0.15253283302063794,0.40075046904315204
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs42,svc,unsw_recon,40,-0.03852483479429344,0.2628145437064359
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs7,gpc,unsw_recon,40,0.6787992495309569,0.6799249530956849
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs7,svc,unsw_recon,40,0.4040157699206753,0.5627697603307502
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs999,gpc,unsw_recon,40,0.6606313624229072,0.5731976177796028
unsw_recon__natural_cur__ms999__q2000_id1000_ood1000__qs999,svc,unsw_recon,40,0.6028647202394442,0.5858453272590333
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs123,gpc,unsw_recon,40,0.32232645403377114,0.34596622889305817
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs123,svc,unsw_recon,40,0.2552792397449963,0.2854997968030436
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs2024,gpc,unsw_recon,40,0.5189493433395873,0.37185741088180113
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs2024,svc,unsw_recon,40,0.5602251407129456,0.4838649155722327
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs42,gpc,unsw_recon,40,0.4722326454033771,0.2337711069418387
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs42,svc,unsw_recon,40,0.16272523668976144,0.015578079175605768
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs7,gpc,unsw_recon,40,0.6658848921439642,0.4300389328808018
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs7,svc,unsw_recon,40,0.6009006499847527,0.4226475297706965
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs999,gpc,unsw_recon,40,0.44859287054409014,0.49437148217636023
unsw_recon__natural_cur__ms999__q4000_id1800_ood1800__qs999,svc,unsw_recon,40,0.41335960403322713,0.4439440867646916
