group,model,scheme,budget,B,n_settings,q_p1_ood,c_p1_ood_median,delta_median,delta_p2.5,delta_p97.5,frac_resamples_delta_lt0,delta_full_pool,select_col,seed
ember_m1,gpc,kernel_blocked,60,5000,9,0.7436662085937117,0.7466247320136764,-0.0029585234199646956,-0.011220713976202624,0.00449420460656068,0.8312,-0.0034189019215341565,id_test,20260715
ember_m2,gpc,uniform,60,5000,9,0.7813201722252004,0.7795687768383425,0.0017513953868582258,0.00019087361175651463,0.00874862492139079,0.009,0.0009422613147804793,id_test,20260715
ember_m2,gpc,kernel_stratified,60,5000,9,0.7813201722252004,0.779786254863813,0.0015339173613875762,0.0001926450929582805,0.007746126454451734,0.0112,0.0009422613147804793,id_test,20260715
ember_m2,gpc,kernel_blocked,60,5000,9,0.7813201722252004,0.78037791091042,0.0009422613147806272,-1.876166744883988e-05,0.011290512097079652,0.1308,0.0009422613147804793,id_test,20260715
toniot_scanning_m2_centroid,gpc,uniform,20,5000,9,0.9563584560498637,0.9141011740888897,0.04225728196097427,0.036633766052380806,0.061294529112739866,0.0,0.03937679732371291,id_test,20260715
toniot_scanning_m2_centroid,gpc,kernel_stratified,20,5000,9,0.9563584560498637,0.9157229049507022,0.04063555109916168,0.03507158159081071,0.04556491869106427,0.0,0.03937679732371291,id_test,20260715
toniot_scanning_m2_centroid,gpc,kernel_blocked,20,5000,9,0.9563584560498637,0.9132485707138387,0.043109885336025416,0.03757487984382947,0.1043307262826806,0.0,0.03937679732371291,id_test,20260715
toniot_scanning_natural_cur,gpc,uniform,60,5000,9,0.9816740757300246,0.9884611591302614,-0.006787083400236735,-0.0075784684186856795,-0.005947397323488728,1.0,-0.0070753548505398944,id_test,20260715
toniot_scanning_natural_cur,gpc,kernel_stratified,60,5000,9,0.9816740757300246,0.9885565861381159,-0.00688251040809123,-0.007483611850166714,-0.006382237072489836,1.0,-0.0070753548505398944,id_test,20260715
toniot_scanning_natural_cur,gpc,kernel_blocked,60,5000,9,0.9816740757300246,0.9885310199756846,-0.006856944245659833,-0.0074088536137853845,-0.0016794620571904523,0.9942,-0.0070753548505398944,id_test,20260715
unsw_dos_m2_centroid,gpc,uniform,20,5000,9,0.9033894074432334,0.881471212761157,0.021918194682076397,0.010942651235783496,0.039462625400991026,0.0,0.0248210555794921,id_test,20260715
unsw_dos_m2_centroid,gpc,kernel_stratified,20,5000,9,0.9033894074432334,0.8818315797595697,0.021557827683663634,0.011001134020696,0.0366005511480455,0.0,0.0248210555794921,id_test,20260715
unsw_dos_m2_centroid,gpc,kernel_blocked,20,5000,9,0.9033894074432334,0.8786742015702068,0.024715205873026398,0.006766384982307601,0.06950964133088172,0.0,0.0248210555794921,id_test,20260715
unsw_dos_natural_cur,gpc,uniform,60,5000,9,0.8055518300398559,0.8127747010704995,-0.0072228710306436366,-0.011399766557128101,0.0005849416743265356,0.9634,-0.008117006435537477,id_test,20260715
unsw_dos_natural_cur,gpc,kernel_stratified,60,5000,9,0.8055518300398559,0.8127276817231215,-0.007175851683265523,-0.011045013568297924,0.00020314488918707802,0.9702,-0.008117006435537477,id_test,20260715
unsw_dos_natural_cur,gpc,kernel_blocked,60,5000,9,0.8055518300398559,0.8136996054239067,-0.008147775384050784,-0.012577777416436215,0.004646191493121165,0.8902,-0.008117006435537477,id_test,20260715
unsw_recon_m2_centroid,gpc,uniform,20,5000,9,0.9039331837213983,0.9045106200826447,-0.0005774363612465194,-0.003680186814831226,0.018630797166429375,0.5326,-0.002817665327874974,id_test,20260715
unsw_recon_m2_centroid,gpc,kernel_stratified,20,5000,9,0.9039331837213983,0.9041523185436241,-0.00021913482222585886,-0.003931735841887133,0.01568242128086188,0.5138,-0.002817665327874974,id_test,20260715
unsw_recon_m2_centroid,gpc,kernel_blocked,20,5000,9,0.9039331837213983,0.9061043763152576,-0.0021711925938592527,-0.003081197748864173,0.0513527661381629,0.5736,-0.002817665327874974,id_test,20260715
unsw_recon_natural_cur,gpc,uniform,60,5000,9,0.7925669287188083,0.7903895170194822,0.0021774116993262755,-0.0015267902909408188,0.007149158828961677,0.1314,0.0031301281616149534,id_test,20260715
unsw_recon_natural_cur,gpc,kernel_stratified,60,5000,9,0.7925669287188083,0.7903141649411094,0.002252763777699081,-0.0015339526831759985,0.006918874664004779,0.1354,0.0031301281616149534,id_test,20260715
unsw_recon_natural_cur,gpc,kernel_blocked,60,5000,9,0.7925669287188083,0.7901788809158055,0.0023880478030030693,-0.0013888710555932165,0.010618230791397126,0.1356,0.0031301281616149534,id_test,20260715
