status,case,run,group,model,quantum_kernel,quantum_stratum,tier,n_target,n_classical,realized_accuracy_advantage,policy,threshold,n_labels,n_informative_counterexamples,n_draws,n_reached,probability_reached,median_n_labels,q025_n_labels,q975_n_labels,min_n_labels,max_n_labels,median_n_informative_counterexamples,q025_n_informative_counterexamples,q975_n_informative_counterexamples,probability_by_25,probability_by_50,probability_by_100,probability_by_200,random_active_n_draws,random_active_n_reached,random_active_probability_reached,random_active_median_n_labels,random_active_q025_n_labels,random_active_q975_n_labels,random_active_min_n_labels,random_active_max_n_labels,random_active_median_n_informative_counterexamples,random_active_q025_n_informative_counterexamples,random_active_q975_n_informative_counterexamples,random_active_probability_by_25,random_active_probability_by_50,random_active_probability_by_100,random_active_probability_by_200,initial_coverage_n_draws,initial_coverage_n_reached,initial_coverage_probability_reached,initial_coverage_median_n_labels,initial_coverage_q025_n_labels,initial_coverage_q975_n_labels,initial_coverage_min_n_labels,initial_coverage_max_n_labels,initial_coverage_median_n_informative_counterexamples,initial_coverage_q025_n_informative_counterexamples,initial_coverage_q975_n_informative_counterexamples,initial_coverage_probability_by_25,initial_coverage_probability_by_50,initial_coverage_probability_by_100,initial_coverage_probability_by_200,oracle_min_n_labels
post-unlock exploratory,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,svc,pauli_xz_r1_full__as2,product_map,full_115,500,115,-0.03600000000000003,adaptive_bottleneck_cover,0.01,15,11,200,200,1.0,284.0,190.70000000000002,370.025,154,406,58.5,41.975,74.0,0.0,0.0,0.0,0.035,200,200,1.0,16.0,13.0,19.0,11,20,11.0,11.0,11.0,1.0,1.0,1.0,1.0,200,200,1.0,16.0,13.0,20.0,12,20,11.0,11.0,11.0,1.0,1.0,1.0,1.0,11
post-unlock exploratory,01_ember_m2,m2_hist_byteent__ms42__q1000_id500_ood500__qs42__s42,ember_m2,svc,pauli_xz_r1_full__as2,product_map,full_115,500,115,-0.03600000000000003,adaptive_bottleneck_cover,0.02,12,9,200,200,1.0,224.0,140.0,303.0,117,323,47.0,30.0,62.0,0.0,0.0,0.0,0.3,200,200,1.0,13.0,10.0,16.0,9,18,9.0,9.0,9.0,1.0,1.0,1.0,1.0,200,200,1.0,13.0,10.0,17.0,9,18,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9
post-unlock exploratory,02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,svc,zz_r2_full__as2,entangling_zz,customary_30,500,30,-0.0040000000000000036,adaptive_bottleneck_cover,0.005,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,svc,zz_r2_full__as2,entangling_zz,customary_30,500,30,-0.0040000000000000036,adaptive_bottleneck_cover,0.01,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,svc,zz_r2_full__as2,entangling_zz,customary_30,500,30,-0.0040000000000000036,adaptive_bottleneck_cover,0.02,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,svc,zz_r2_full__as2,entangling_zz,full_115,500,115,-0.0040000000000000036,adaptive_bottleneck_cover,0.005,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,svc,zz_r2_full__as2,entangling_zz,full_115,500,115,-0.0040000000000000036,adaptive_bottleneck_cover,0.01,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,02_toniot_scanning_m2_centroid,toniot_scanning__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_m2_centroid,svc,zz_r2_full__as2,entangling_zz,full_115,500,115,-0.0040000000000000036,adaptive_bottleneck_cover,0.02,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,03_toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,adaptive_bottleneck_cover,0.005,2,2,200,200,1.0,185.5,35.975,361.30000000000007,17,424,5.0,2.0,8.0,0.015,0.06,0.19,0.52,200,200,1.0,3.0,2.0,4.0,2,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,200,200,1.0,3.0,2.0,4.0,2,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2
post-unlock exploratory,03_toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,adaptive_bottleneck_cover,0.01,1,1,200,200,1.0,56.5,4.9750000000000005,231.10000000000002,1,263,2.0,1.0,4.0,0.27,0.445,0.74,0.94,200,200,1.0,1.0,1.0,3.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,200,1.0,1.0,1.0,3.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
post-unlock exploratory,03_toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,svc,pauli_xz_r1_full__as2,product_map,customary_30,500,30,-0.014000000000000012,adaptive_bottleneck_cover,0.02,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,03_toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,svc,pauli_xz_r1_full__as2,product_map,full_115,500,115,-0.018000000000000016,adaptive_bottleneck_cover,0.005,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,03_toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,svc,pauli_xz_r1_full__as2,product_map,full_115,500,115,-0.018000000000000016,adaptive_bottleneck_cover,0.01,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,03_toniot_scanning_natural_cur,toniot_scanning__natural_cur__ms42__q1000_id500_ood500__qs42__s42,toniot_scanning_natural_cur,svc,pauli_xz_r1_full__as2,product_map,full_115,500,115,-0.018000000000000016,adaptive_bottleneck_cover,0.02,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,svc,zmap_r2__as0.5,product_map,customary_30,500,30,-0.010000000000000009,adaptive_bottleneck_cover,0.005,3,2,200,200,1.0,238.0,58.675000000000004,395.05,10,446,14.0,3.9750000000000005,21.0,0.01,0.025,0.06,0.385,200,200,1.0,3.0,2.0,4.0,2,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,200,200,1.0,3.0,2.0,4.0,2,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2
post-unlock exploratory,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,svc,zmap_r2__as0.5,product_map,customary_30,500,30,-0.010000000000000009,adaptive_bottleneck_cover,0.01,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,svc,zmap_r2__as0.5,product_map,customary_30,500,30,-0.010000000000000009,adaptive_bottleneck_cover,0.02,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,svc,zmap_r2__as0.5,product_map,full_115,500,115,-0.016000000000000014,adaptive_bottleneck_cover,0.005,3,2,200,200,1.0,198.5,58.675000000000004,339.07500000000005,10,382,16.0,4.9750000000000005,24.0,0.01,0.025,0.085,0.515,200,200,1.0,3.0,2.0,4.0,2,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,200,200,1.0,3.0,2.0,4.0,2,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2
post-unlock exploratory,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,svc,zmap_r2__as0.5,product_map,full_115,500,115,-0.016000000000000014,adaptive_bottleneck_cover,0.01,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,04_unsw_dos_m2_centroid,unsw_dos__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_m2_centroid,svc,zmap_r2__as0.5,product_map,full_115,500,115,-0.016000000000000014,adaptive_bottleneck_cover,0.02,0,0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,200,200,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
post-unlock exploratory,05_unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_natural_cur,svc,zz_r2_full__as0.5,entangling_zz,customary_30,500,30,-0.026000000000000023,adaptive_bottleneck_cover,0.005,12,10,200,200,1.0,293.5,161.82500000000002,391.025,122,423,31.0,19.975,40.0,0.0,0.0,0.0,0.11,200,200,1.0,13.0,11.0,15.0,10,15,10.0,10.0,10.0,1.0,1.0,1.0,1.0,200,200,1.0,13.0,11.0,15.0,10,15,10.0,10.0,10.0,1.0,1.0,1.0,1.0,10
post-unlock exploratory,05_unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_natural_cur,svc,zz_r2_full__as0.5,entangling_zz,customary_30,500,30,-0.026000000000000023,adaptive_bottleneck_cover,0.01,11,9,200,200,1.0,258.0,123.825,354.0,112,392,28.0,16.0,36.0,0.0,0.0,0.0,0.2,200,200,1.0,12.0,9.0,14.0,9,14,9.0,9.0,9.0,1.0,1.0,1.0,1.0,200,200,1.0,11.0,9.0,14.0,9,14,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9
post-unlock exploratory,05_unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_natural_cur,svc,zz_r2_full__as0.5,entangling_zz,customary_30,500,30,-0.026000000000000023,adaptive_bottleneck_cover,0.02,6,6,200,200,1.0,164.0,71.85000000000001,307.07500000000005,56,341,18.0,10.0,29.0,0.0,0.0,0.105,0.745,200,200,1.0,8.0,6.0,10.0,6,11,6.0,6.0,6.0,1.0,1.0,1.0,1.0,200,200,1.0,8.0,6.0,10.0,6,11,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6
post-unlock exploratory,05_unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_natural_cur,svc,zz_r2_full__as0.5,entangling_zz,full_115,500,115,-0.026000000000000023,adaptive_bottleneck_cover,0.005,13,8,200,200,1.0,265.5,161.82500000000002,376.15000000000003,97,403,36.0,21.0,46.05000000000001,0.0,0.0,0.005,0.135,200,200,1.0,11.0,8.975000000000001,13.0,8,13,8.0,8.0,8.0,1.0,1.0,1.0,1.0,200,200,1.0,11.0,9.0,13.0,8,13,8.0,8.0,8.0,1.0,1.0,1.0,1.0,8
post-unlock exploratory,05_unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_natural_cur,svc,zz_r2_full__as0.5,entangling_zz,full_115,500,115,-0.026000000000000023,adaptive_bottleneck_cover,0.01,11,6,200,200,1.0,220.0,94.925,331.05,57,354,29.0,15.975000000000001,41.0,0.0,0.0,0.03,0.375,200,200,1.0,8.0,6.0,11.0,6,11,6.0,6.0,6.0,1.0,1.0,1.0,1.0,200,200,1.0,8.0,6.0,11.0,6,11,6.0,6.0,6.0,1.0,1.0,1.0,1.0,6
post-unlock exploratory,05_unsw_dos_natural_cur,unsw_dos__natural_cur__ms42__q1000_id500_ood500__qs42__s42,unsw_dos_natural_cur,svc,zz_r2_full__as0.5,entangling_zz,full_115,500,115,-0.026000000000000023,adaptive_bottleneck_cover,0.02,5,4,200,200,1.0,132.5,45.95,272.025,25,315,19.0,8.0,32.0,0.005,0.04,0.26,0.845,200,200,1.0,5.0,4.0,8.0,4,9,4.0,4.0,4.0,1.0,1.0,1.0,1.0,200,200,1.0,5.0,4.0,8.0,4,9,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4
post-unlock exploratory,06_unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_recon_m2_centroid,svc,zz_r2_full__as0.5,entangling_zz,customary_30,500,30,-0.020000000000000018,adaptive_bottleneck_cover,0.005,21,13,200,200,1.0,337.0,251.9,411.0,220,431,23.0,19.0,26.0,0.0,0.0,0.0,0.0,200,200,1.0,19.0,15.0,22.0,14,22,13.0,13.0,13.0,1.0,1.0,1.0,1.0,200,200,1.0,19.0,16.0,22.0,14,22,13.0,13.0,13.0,1.0,1.0,1.0,1.0,13
post-unlock exploratory,06_unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_recon_m2_centroid,svc,zz_r2_full__as0.5,entangling_zz,customary_30,500,30,-0.020000000000000018,adaptive_bottleneck_cover,0.01,18,11,200,200,1.0,293.5,198.95,379.0,160,403,20.0,15.0,23.0,0.0,0.0,0.0,0.045,200,200,1.0,16.0,13.0,20.0,11,20,11.0,11.0,11.0,1.0,1.0,1.0,1.0,200,200,1.0,16.0,12.975000000000001,19.0,12,20,11.0,11.0,11.0,1.0,1.0,1.0,1.0,11
post-unlock exploratory,06_unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_recon_m2_centroid,svc,zz_r2_full__as0.5,entangling_zz,customary_30,500,30,-0.020000000000000018,adaptive_bottleneck_cover,0.02,15,9,200,200,1.0,230.0,127.85000000000001,343.025,71,376,16.0,11.0,20.0,0.0,0.0,0.01,0.24,200,200,1.0,13.0,10.0,17.0,9,17,9.0,9.0,9.0,1.0,1.0,1.0,1.0,200,200,1.0,13.0,10.0,16.0,9,18,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9
post-unlock exploratory,06_unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_recon_m2_centroid,svc,zz_r2_full__as0.5,entangling_zz,full_115,500,115,-0.03199999999999992,adaptive_bottleneck_cover,0.005,17,11,200,200,1.0,271.5,191.9,360.025,160,407,21.0,17.0,25.0,0.0,0.0,0.0,0.06,200,200,1.0,16.0,12.975000000000001,18.0,12,18,11.0,11.0,11.0,1.0,1.0,1.0,1.0,200,200,1.0,16.0,13.0,18.0,11,18,11.0,11.0,11.0,1.0,1.0,1.0,1.0,11
post-unlock exploratory,06_unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_recon_m2_centroid,svc,zz_r2_full__as0.5,entangling_zz,full_115,500,115,-0.03199999999999992,adaptive_bottleneck_cover,0.01,14,9,200,200,1.0,234.0,164.95,336.05,141,384,18.0,14.0,23.0,0.0,0.0,0.0,0.21,200,200,1.0,13.0,10.0,16.0,9,16,9.0,9.0,9.0,1.0,1.0,1.0,1.0,200,200,1.0,13.0,9.975000000000001,15.0,9,16,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9
post-unlock exploratory,06_unsw_recon_m2_centroid,unsw_recon__m2_centroid__ms42__q1000_id500_ood500__qs42__s42,unsw_recon_m2_centroid,svc,zz_r2_full__as0.5,entangling_zz,full_115,500,115,-0.03199999999999992,adaptive_bottleneck_cover,0.02,11,7,200,200,1.0,169.5,93.95,264.025,70,293,13.0,9.975000000000001,18.025000000000006,0.0,0.0,0.045,0.71,200,200,1.0,10.0,8.0,13.0,7,13,7.0,7.0,7.0,1.0,1.0,1.0,1.0,200,200,1.0,10.0,7.0,13.0,7,14,7.0,7.0,7.0,1.0,1.0,1.0,1.0,7
post-unlock exploratory,07_unsw_recon_natural_cur,unsw_recon__natural_cur__ms42__q1000_id500_ood500__qs42__s42,unsw_recon_natural_cur,svc,zz_r1_full__as0.5,entangling_zz,customary_30,500,30,-0.016000000000000014,adaptive_bottleneck_cover,0.005,17,9,200,200,1.0,362.5,255.25000000000003,448.025,143,465,55.0,39.975,65.025,0.0,0.0,0.0,0.01,200,200,1.0,16.0,12.0,18.0,10,18,9.0,9.0,9.0,1.0,1.0,1.0,1.0,200,200,1.0,16.0,13.0,18.0,10,18,9.0,9.0,9.0,1.0,1.0,1.0,1.0,9
