group,run,qs,seed,model,classical_orig__p1_ood,classical_orig__p1_idtest,classical_orig__oracle_ood,classical_orig__oracle_idtest,classical_ext__p1_ood,classical_ext__p1_idtest,classical_ext__oracle_ood,classical_ext__oracle_idtest,quantum__p1_ood,quantum__p1_idtest,quantum__oracle_ood,quantum__oracle_idtest
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs123__s123,123,123,gpc,0.739593830175265,0.7559912854030502,0.7758400049457512,0.7593481837179317,0.7622546443695712,0.8087012582810902,0.7816512627121264,0.8087012582810902,0.7495255169855646,0.7974967764883731,0.7780965039720564,0.8084789471344094
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs123__s42,123,42,svc,0.7034187505795801,0.7742207994308834,0.7772464529689963,0.775354586278956,0.7380822849370963,0.8055889022275577,0.7772464529689963,0.8055889022275577,0.7346264412228369,0.7918278422480103,0.7649995363358165,0.8072562358276645
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs123__s42,123,42,gpc,0.739593830175265,0.7559912854030502,0.7758400049457512,0.7593481837179317,0.7622546443695712,0.8087012582810902,0.7816512627121264,0.8087012582810902,0.7495255169855646,0.7974967764883731,0.7780965039720564,0.8084789471344094
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs123__s999,123,999,svc,0.7039967852616611,0.7742207994308834,0.7772464529689963,0.775354586278956,0.7409724583475008,0.8044995776088213,0.7772464529689963,0.8073451602863367,0.7346264412228369,0.7918278422480103,0.7649995363358165,0.8072562358276645
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs123__s999,123,999,gpc,0.739593830175265,0.7559912854030502,0.7758400049457512,0.7593481837179317,0.7622979196933635,0.8087012582810902,0.7828506074000804,0.8087012582810902,0.7495255169855646,0.7974967764883731,0.7780965039720564,0.8084789471344094
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs2024__s123,2024,123,svc,0.6972046332046332,0.766336535604635,0.7868262548262548,0.775188174705358,0.7576370656370657,0.815249579082896,0.7868262548262548,0.8351267703278201,0.7546409266409266,0.8159725661087451,0.7688648648648648,0.8248811528176686
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs2024__s123,2024,123,gpc,0.7612046332046332,0.7629716747548776,0.7929884169884169,0.7629716747548776,0.7549652509652509,0.8149945528374765,0.7929884169884169,0.8149945528374765,0.7641389961389962,0.8019981182529464,0.7879691119691119,0.8113177181340991
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs2024__s42,2024,42,svc,0.6972046332046332,0.766336535604635,0.7868262548262548,0.775188174705358,0.7576370656370657,0.815249579082896,0.7868262548262548,0.8351267703278201,0.7546409266409266,0.8159725661087451,0.7688648648648648,0.8248811528176686
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs2024__s42,2024,42,gpc,0.7612046332046332,0.7629716747548776,0.7929884169884169,0.7629716747548776,0.7549652509652509,0.8149945528374765,0.7929884169884169,0.8149945528374765,0.7641389961389962,0.8019981182529464,0.7879691119691119,0.8113177181340991
ember_m1,m1_hist_byteent__ms123__q4000_id1800_ood1800__qs2024__s999,2024,999,svc,0.6972046332046332,0.766336535604635,0.7868262548262548,0.775188174705358,0.7576370656370657,0.815249579082896,0.7868262548262548,0.8351267703278201,0.7546409266409266,0.8159725661087451,0.7688648648648648,0.8248811528176686
