task,split,seed,stratum,source_n,sample_n,class_0_n,class_1_n,positions_sha256,first_rank_digest,tableshift_commit,ood_validation_accessed
nhanes_lead,ood_test,42,q1000,11466,500,457,43,82677b219bbb72af14fa256815c1965c06957c0caf0f698ba3c740c8ff6704b0,000280d190a16c72ffa351dc5f47613e7d93cb7619f017410a4f8d368606043f,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,ood_test,42,q2000,11466,1000,908,92,4a944c22e72b2dd0f8a05a3e0cc5c7bcca06cf3b15be39f51320c7e2662bb192,000280d190a16c72ffa351dc5f47613e7d93cb7619f017410a4f8d368606043f,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,ood_test,123,q1000,11466,500,459,41,013139e01cef1af5a23b398e240ede08ba9ef00a59bffcc40408bde54f5a9b80,0000a35fdcf44a5868448f501f7cc0437895c68b43c0584f0c769505805807ab,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,ood_test,123,q2000,11466,1000,912,88,d70a842b76196c61a1bb92076f3ee6e6ead8c0cd26e949beab7e2a4ae2a1e5ec,0000a35fdcf44a5868448f501f7cc0437895c68b43c0584f0c769505805807ab,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,ood_test,999,q1000,11466,500,457,43,0c5218d8c9d1ecf2e1e5adb5bc06ee491487233bdeb2bc53b7dfdf52dcfd8e0b,0001b41ed19510162e83e055bf29b42a5a1fff2e8af57cf70a1df6ae3660dc72,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,ood_test,999,q2000,11466,1000,915,85,7a83d04aad28128768857a3d8119819589f55ec1cf4b9d2eee2142eb2e9ed084,0001b41ed19510162e83e055bf29b42a5a1fff2e8af57cf70a1df6ae3660dc72,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,ood_test,2024,q1000,11466,500,466,34,1a56dcff6ffe4dcf25561cbdf563a5867b2b4c6ee2bcc2e856672edd8a73551f,0000d64ad3af3875ba08d5733bf8c2774f90c11c7b29b0f20dc2deed1c507a93,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,ood_test,2024,q2000,11466,1000,918,82,3f5f22c17014503f30a657397dcb8652e5c6fb7f031f5c361d32d45d7872844a,0000d64ad3af3875ba08d5733bf8c2774f90c11c7b29b0f20dc2deed1c507a93,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,7,q1000,11807,1000,968,32,d238d14f5e014acfed2e4f0122b3ecf246fa323fa4e326667dae3f0bac4c983a,0011b0b2d6c54dc93fc13381ebcbf968c753a1771553b1499cfac9f387cd6362,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,7,q2000,11807,2000,1938,62,a6885fe9203250d0c1aac85a9b0dffc25cc58bbc59b012a5fb0103dffa11dd5d,0011b0b2d6c54dc93fc13381ebcbf968c753a1771553b1499cfac9f387cd6362,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,42,q1000,11807,1000,976,24,03ed87a339adb78132c97dfebd2b0753df4780f178660f64b951378171231acc,0000262674c79c171737ca9166bc00a45b3e827ce507431c78db4441827b5e46,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,42,q2000,11807,2000,1949,51,73a57a6d1997f5bd3ced2d2b7d09b66db95c6f183996d85172647e49aaf6cf31,0000262674c79c171737ca9166bc00a45b3e827ce507431c78db4441827b5e46,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,123,q1000,11807,1000,971,29,89412ec7c227d4df3d89dedbe9085b7d07c6329e46ea0c27557ef90590150146,00045f394591807c1f387af29e9414cea423dedfc0fdc77da1c16905a57aeb2b,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,123,q2000,11807,2000,1938,62,d27663a12b5e18f3679da7f275a202608eed40e8a3a554fc5cf5c7b1a72243ff,00045f394591807c1f387af29e9414cea423dedfc0fdc77da1c16905a57aeb2b,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,999,q1000,11807,1000,971,29,397c1200576d7e75130994739cf53a0bbae80afb816879baf3877a19d3d294ae,0004769140c54d08aae20e65175712bb349eb9a6eaec7903aef9da1ba2aec27b,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,999,q2000,11807,2000,1946,54,839840feb3d9606791f1e8adc2b2c89a54a5916a0f4a35eefacaf0b4b279b27b,0004769140c54d08aae20e65175712bb349eb9a6eaec7903aef9da1ba2aec27b,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,2024,q1000,11807,1000,969,31,aa804c48add61f0cc6bb56bd878e1a3a9df0099f6f31bda531dcc66afae8a746,00006606dc39b830758e4f2637f73c3135200114ce911600c463be84fdbfe312,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,train,2024,q2000,11807,2000,1943,57,333a6653c341216a9c4cac471bf03d4d974238919a5a46288d9479b038b39f49,00006606dc39b830758e4f2637f73c3135200114ce911600c463be84fdbfe312,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,7,q1000,1476,250,242,8,8d01d21b63ec72c9c71fe0bc618bfbd970ee7d9de58e4fff359ddaff27934633,001b44c8db9bb3dcd28c1aaf7e2ae74fe5c60fa15bdeb1fb2a22c570b441a843,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,7,q2000,1476,500,486,14,1669fdaed1d80abdc24e82b9906d8a1c22fa93e908ddbc2e7e819a92af1feb29,001b44c8db9bb3dcd28c1aaf7e2ae74fe5c60fa15bdeb1fb2a22c570b441a843,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,42,q1000,1476,250,245,5,7b8891259adbbfb0e96e5b19478a8d2d10ecc0630f437d339a2da5808231453b,0025b0c23a58c6a42f95fcbf79bc4ad9126af6bcf37903c6b52863cd1e843e57,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,42,q2000,1476,500,484,16,200b301af1392275471c22d1ff0d87dc4923f06d3274fea1f3bf343056a64ad2,0025b0c23a58c6a42f95fcbf79bc4ad9126af6bcf37903c6b52863cd1e843e57,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,123,q1000,1476,250,243,7,52762a76efcf6b527c65dec6007097076c4c08f060b5e35d747a3c6938fe78ad,001d4900bec11afad9e4ed797767f6f9410604939c5120d67ab547d82cc47f62,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,123,q2000,1476,500,486,14,548913f67136578fa2bef7d5d1b65cb73c6865725a359b4ebae82a5c188064f1,001d4900bec11afad9e4ed797767f6f9410604939c5120d67ab547d82cc47f62,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,999,q1000,1476,250,242,8,53364a95c48b6bf269544ec8e9d1bb1681efd18379c5548a62f2881aadefb843,00976d8d1ca224a82840351256b928ec5146322345d09bca32a9afbd78f898ae,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,999,q2000,1476,500,485,15,7678cee0cc76e10ad230ad65f2380359adcfe4464afaf5222cae1c7982c8ec2d,00976d8d1ca224a82840351256b928ec5146322345d09bca32a9afbd78f898ae,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,2024,q1000,1476,250,241,9,4030a8ae1e029105c4b4b02d6c155609bc3b9044c38800d175743343f084dcbb,007889d9d958280e9a3b8ac3945b9936c8c3a43ec765b0d702006c58aeddbc16,fca9429814703a07e3902d005d46563a207b7f0a,False
nhanes_lead,validation,2024,q2000,1476,500,485,15,2d5f9b5e3c85353b1bbfeba24f6aff7a0263f63868517561ecbfffcc774f3746,007889d9d958280e9a3b8ac3945b9936c8c3a43ec765b0d702006c58aeddbc16,fca9429814703a07e3902d005d46563a207b7f0a,False
