setting,qs,seed,dim,svc_c,rho_vs_C1,n_kernels
m1_hist_byteent__ms123__q1000_id500_ood500,999,999,12,100.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,4,0.01,0.0,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,4,0.1,-0.05405624776173353,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,4,10.0,0.32142857142857134,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,4,100.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,6,0.01,0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,6,0.1,0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,6,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,6,100.0,0.5357142857142856,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,8,0.01,0.61263747463298,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,8,0.1,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,8,10.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,8,100.0,0.6785714285714284,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,10,0.01,0.7783117824941562,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,10,0.1,0.61263747463298,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,10,10.0,0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,10,100.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,12,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,12,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,12,10.0,-0.32142857142857134,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,123,12,100.0,-0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,4,0.01,0.0,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,4,0.1,-0.05405624776173353,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,4,10.0,0.32142857142857134,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,4,100.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,6,0.01,0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,6,0.1,0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,6,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,6,100.0,0.5357142857142856,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,8,0.01,0.61263747463298,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,8,0.1,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,8,10.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,8,100.0,0.6785714285714284,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,10,0.01,0.7783117824941562,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,10,0.1,0.61263747463298,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,10,10.0,0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,10,100.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,12,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,12,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,12,10.0,-0.32142857142857134,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,42,12,100.0,-0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,4,0.01,0.0,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,4,0.1,-0.05405624776173353,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,4,10.0,0.32142857142857134,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,4,100.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,6,0.01,0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,6,0.1,0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,6,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,6,100.0,0.5357142857142856,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,8,0.01,0.61263747463298,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,8,0.1,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,8,10.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,8,100.0,0.6785714285714284,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,10,0.01,0.7783117824941562,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,10,0.1,0.61263747463298,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,10,10.0,0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,10,100.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,12,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,12,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,12,10.0,-0.32142857142857134,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,123,999,12,100.0,-0.28571428571428564,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,4,0.01,0.8928571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,4,0.1,0.8214285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,4,10.0,0.7499999999999998,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,4,100.0,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,6,0.01,0.5357142857142856,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,6,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,6,10.0,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,6,100.0,0.5714285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,8,0.01,0.7387687194103583,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,8,0.1,0.6545454545454545,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,8,10.0,0.6666937223947136,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,8,100.0,0.5946187253790688,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,10,0.01,0.7499999999999998,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,10,0.1,0.8214285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,10,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,10,100.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,12,0.01,0.7857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,12,0.1,0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,12,10.0,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,123,12,100.0,-0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,4,0.01,0.8928571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,4,0.1,0.8214285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,4,10.0,0.7499999999999998,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,4,100.0,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,6,0.01,0.5357142857142856,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,6,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,6,10.0,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,6,100.0,0.5714285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,8,0.01,0.7387687194103583,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,8,0.1,0.6545454545454545,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,8,10.0,0.6666937223947136,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,8,100.0,0.5946187253790688,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,10,0.01,0.7499999999999998,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,10,0.1,0.8214285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,10,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,10,100.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,12,0.01,0.7857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,12,0.1,0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,12,10.0,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,42,12,100.0,-0.6785714285714284,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,4,0.01,0.8928571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,4,0.1,0.8214285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,4,10.0,0.7499999999999998,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,4,100.0,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,6,0.01,0.5357142857142856,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,6,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,6,10.0,0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,6,100.0,0.5714285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,8,0.01,0.7387687194103583,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,8,0.1,0.6545454545454545,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,8,10.0,0.6666937223947136,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,8,100.0,0.5946187253790688,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,10,0.01,0.7499999999999998,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,10,0.1,0.8214285714285713,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,10,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,10,100.0,0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,12,0.01,0.7857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,12,0.1,0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,12,10.0,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,2024,999,12,100.0,-0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,4,0.01,0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,4,0.1,0.3603749850782236,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,4,10.0,0.4999999999999999,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,4,100.0,0.035714285714285705,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,6,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,6,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,6,10.0,0.7857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,6,100.0,0.0,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,8,0.01,0.2594372608313854,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,8,0.1,0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,8,10.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,8,100.0,-0.9642857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,10,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,10,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,10,10.0,-0.14285714285714282,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,10,100.0,-0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,12,0.01,0.8153742483272112,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,12,0.1,0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,12,10.0,0.14285714285714282,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,123,12,100.0,-0.4999999999999999,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,4,0.01,0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,4,0.1,0.3603749850782236,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,4,10.0,0.4999999999999999,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,4,100.0,0.035714285714285705,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,6,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,6,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,6,10.0,0.7857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,6,100.0,0.0,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,8,0.01,0.2594372608313854,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,8,0.1,0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,8,10.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,8,100.0,-0.8928571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,10,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,10,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,10,10.0,-0.14285714285714282,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,10,100.0,-0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,12,0.01,0.8153742483272112,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,12,0.1,0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,12,10.0,0.14285714285714282,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,42,12,100.0,-0.4999999999999999,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,4,0.01,0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,4,0.1,0.3603749850782236,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,4,10.0,0.4999999999999999,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,4,100.0,0.035714285714285705,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,6,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,6,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,6,10.0,0.7857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,6,100.0,0.0,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,8,0.01,0.2594372608313854,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,8,0.1,0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,8,10.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,8,100.0,-0.9642857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,10,0.01,0.8894991799933214,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,10,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,10,10.0,-0.14285714285714282,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,10,100.0,-0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,12,0.01,0.8153742483272112,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,12,0.1,0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,12,10.0,0.14285714285714282,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,42,999,12,100.0,-0.4999999999999999,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,4,0.01,-0.10714285714285711,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,4,0.1,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,4,10.0,-0.14285714285714282,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,4,100.0,-0.24999999999999994,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,6,0.01,0.7748062179181806,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,6,0.1,0.9642857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,6,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,6,100.0,0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,8,0.01,0.5559369874958259,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,8,0.1,0.42857142857142844,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,8,10.0,-0.24999999999999994,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,8,100.0,-0.10714285714285711,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,10,0.01,0.3335621924974955,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,10,0.1,0.10714285714285711,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,10,10.0,-0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,10,100.0,-0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,12,0.01,0.3706246583305506,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,12,0.1,0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,12,10.0,0.39285714285714274,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,123,12,100.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,4,0.01,0.0,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,4,0.1,0.8829187134416476,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,4,10.0,-0.1621687432852006,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,4,100.0,-0.27028123880866767,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,6,0.01,0.7748062179181806,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,6,0.1,0.9642857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,6,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,6,100.0,0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,8,0.01,0.5559369874958259,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,8,0.1,0.3571428571428571,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,8,10.0,-0.21428571428571422,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,8,100.0,-0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,10,0.01,0.3335621924974955,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,10,0.1,0.10714285714285711,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,10,10.0,-0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,10,100.0,-0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,12,0.01,0.3706246583305506,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,12,0.1,0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,12,10.0,0.39285714285714274,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,42,12,100.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,4,0.01,-0.10714285714285711,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,4,0.1,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,4,10.0,-0.14285714285714282,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,4,100.0,-0.24999999999999994,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,6,0.01,0.7748062179181806,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,6,0.1,0.9642857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,6,10.0,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,6,100.0,0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,8,0.01,0.5559369874958259,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,8,0.1,0.42857142857142844,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,8,10.0,-0.24999999999999994,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,8,100.0,-0.10714285714285711,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,10,0.01,0.3335621924974955,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,10,0.1,0.10714285714285711,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,10,10.0,-0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,10,100.0,-0.17857142857142855,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,12,0.01,0.3706246583305506,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,12,0.1,0.10714285714285711,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,12,10.0,0.39285714285714274,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,7,999,12,100.0,-0.07142857142857141,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,4,0.01,0.8153742483272112,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,4,0.1,0.7499999999999998,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,4,10.0,0.8928571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,4,100.0,0.9285714285714283,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,6,0.01,0.8420413371357597,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,6,0.1,0.7142857142857142,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,6,10.0,0.3571428571428571,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,6,100.0,0.5357142857142856,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,8,0.01,0.7297691588509917,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,8,0.1,0.8571428571428569,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,8,10.0,0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,8,100.0,-0.607142857142857,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,10,0.01,0.6736330697086077,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,10,0.1,0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,10,10.0,-0.21428571428571422,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,10,100.0,-0.3571428571428571,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,12,0.01,0.4076871241636056,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,12,0.1,0.42857142857142844,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,12,10.0,-0.6428571428571427,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,123,12,100.0,-0.46428571428571414,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,42,4,0.01,0.8153742483272112,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,42,4,0.1,0.7499999999999998,7
m1_hist_byteent__ms123__q2000_id1000_ood1000,999,42,4,10.0,0.8928571428571427,7
