setting,qs,seed,dim,svc_c,rho_vs_C1,n_kernels
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,7,999,10,0.01,0.7207499701564472,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,7,999,10,0.1,0.9285714285714283,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,7,999,10,10.0,0.8928571428571427,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,7,999,10,100.0,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,7,999,12,0.01,0.6428571428571427,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,7,999,12,0.1,0.9285714285714283,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,7,999,12,10.0,0.7499999999999998,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,7,999,12,100.0,-0.21428571428571422,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,4,0.01,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,4,0.1,0.43244998209386826,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,4,10.0,0.42857142857142844,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,4,100.0,0.28571428571428564,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,6,0.01,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,6,0.1,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,6,10.0,0.42857142857142844,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,6,100.0,0.10714285714285711,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,8,0.01,0.5357142857142856,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,8,0.1,0.30631873731649,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,8,10.0,0.10714285714285711,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,8,100.0,0.32142857142857134,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,10,0.01,0.6785714285714284,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,10,0.1,0.9549937104572924,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,10,10.0,0.5714285714285713,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,10,100.0,0.7499999999999998,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,12,0.01,0.607142857142857,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,12,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,12,10.0,0.6428571428571427,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,123,12,100.0,0.6785714285714284,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,4,0.01,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,4,0.1,0.43244998209386826,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,4,10.0,0.42857142857142844,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,4,100.0,0.28571428571428564,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,6,0.01,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,6,0.1,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,6,10.0,0.42857142857142844,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,6,100.0,0.10714285714285711,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,8,0.01,0.5357142857142856,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,8,0.1,0.30631873731649,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,8,10.0,0.10714285714285711,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,8,100.0,0.32142857142857134,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,10,0.01,0.6785714285714284,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,10,0.1,0.9549937104572924,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,10,10.0,0.5714285714285713,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,10,100.0,0.6428571428571427,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,12,0.01,0.607142857142857,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,12,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,12,10.0,0.6428571428571427,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,42,12,100.0,0.6785714285714284,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,4,0.01,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,4,0.1,0.43244998209386826,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,4,10.0,0.42857142857142844,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,4,100.0,0.28571428571428564,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,6,0.01,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,6,0.1,0.39285714285714274,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,6,10.0,0.42857142857142844,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,6,100.0,0.10714285714285711,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,8,0.01,0.5357142857142856,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,8,0.1,0.30631873731649,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,8,10.0,0.10714285714285711,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,8,100.0,0.32142857142857134,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,10,0.01,0.6785714285714284,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,10,0.1,0.9549937104572924,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,10,10.0,0.5714285714285713,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,10,100.0,0.6428571428571427,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,12,0.01,0.607142857142857,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,12,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,12,10.0,0.6428571428571427,7
unsw_dos__m2_centroid__ms42__q4000_id1800_ood1800,999,999,12,100.0,0.6785714285714284,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,4,0.01,0.653846153846154,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,4,0.1,0.35527985620321373,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,4,10.0,0.3076923076923077,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,4,100.0,0.22438727760202973,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,6,0.01,0.5714285714285713,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,6,0.1,0.5405624776173353,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,6,10.0,0.5714285714285713,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,6,100.0,0.7387687194103583,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,8,0.01,0.34545454545454546,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,8,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,8,10.0,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,8,100.0,0.37272727272727274,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,10,0.01,0.8532469179729296,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,10,0.1,0.8975491104081189,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,10,10.0,0.8648999641877365,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,10,100.0,0.27028123880866767,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,12,0.01,0.8981774262781437,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,12,0.1,0.9636241116594314,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,12,10.0,0.6785714285714284,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,123,12,100.0,0.036037498507822355,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,4,0.01,0.653846153846154,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,4,0.1,0.35527985620321373,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,4,10.0,0.3076923076923077,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,4,100.0,0.22438727760202973,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,6,0.01,0.5714285714285713,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,6,0.1,0.5405624776173353,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,6,10.0,0.5714285714285713,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,6,100.0,0.7387687194103583,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,8,0.01,0.34545454545454546,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,8,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,8,10.0,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,8,100.0,0.37272727272727274,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,10,0.01,0.8532469179729296,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,10,0.1,0.8975491104081189,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,10,10.0,0.8648999641877365,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,10,100.0,0.27028123880866767,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,12,0.01,0.8981774262781437,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,12,0.1,0.9636241116594314,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,12,10.0,0.6785714285714284,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,42,12,100.0,0.036037498507822355,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,4,0.01,0.653846153846154,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,4,0.1,0.35527985620321373,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,4,10.0,0.3076923076923077,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,4,100.0,0.22438727760202973,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,6,0.01,0.5714285714285713,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,6,0.1,0.5405624776173353,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,6,10.0,0.5714285714285713,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,6,100.0,0.7387687194103583,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,8,0.01,0.34545454545454546,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,8,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,8,10.0,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,8,100.0,0.37272727272727274,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,10,0.01,0.8532469179729296,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,10,0.1,0.8975491104081189,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,10,10.0,0.8648999641877365,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,10,100.0,0.27028123880866767,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,12,0.01,0.8981774262781437,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,12,0.1,0.9636241116594314,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,12,10.0,0.6785714285714284,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,123,999,12,100.0,0.036037498507822355,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,4,0.01,0.7090909090909091,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,4,0.1,0.7545454545454546,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,4,10.0,0.7431505414602936,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,4,100.0,0.07207499701564471,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,6,0.01,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,6,0.1,0.9181818181818182,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,6,10.0,0.6666937223947136,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,6,100.0,-0.027272727272727275,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,8,0.01,0.6909090909090909,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,8,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,8,10.0,0.4504687313477794,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,8,100.0,0.27028123880866767,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,10,0.01,0.8727272727272728,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,10,0.1,0.8227533512074423,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,10,10.0,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,10,100.0,0.43244998209386826,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,12,0.01,0.8788501706079498,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,12,0.1,0.7692307692307693,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,12,10.0,0.4076871241636056,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,123,12,100.0,0.1853123291652753,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,4,0.01,0.7090909090909091,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,4,0.1,0.7545454545454546,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,4,10.0,0.7431505414602936,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,4,100.0,0.07207499701564471,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,6,0.01,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,6,0.1,0.9181818181818182,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,6,10.0,0.6666937223947136,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,6,100.0,-0.027272727272727275,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,8,0.01,0.6909090909090909,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,8,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,8,10.0,0.4504687313477794,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,8,100.0,0.27028123880866767,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,10,0.01,0.8727272727272728,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,10,0.1,0.8227533512074423,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,10,10.0,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,10,100.0,0.43244998209386826,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,12,0.01,0.8788501706079498,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,12,0.1,0.7692307692307693,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,12,10.0,0.4076871241636056,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,42,12,100.0,0.1853123291652753,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,4,0.01,0.7090909090909091,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,4,0.1,0.7545454545454546,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,4,10.0,0.7431505414602936,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,4,100.0,0.07207499701564471,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,6,0.01,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,6,0.1,0.9181818181818182,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,6,10.0,0.6666937223947136,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,6,100.0,-0.027272727272727275,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,8,0.01,0.6909090909090909,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,8,0.1,0.7207499701564472,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,8,10.0,0.4545454545454546,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,8,100.0,0.27028123880866767,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,10,0.01,0.8727272727272728,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,10,0.1,0.8227533512074423,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,10,10.0,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,10,100.0,0.43244998209386826,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,12,0.01,0.8788501706079498,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,12,0.1,0.7692307692307693,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,12,10.0,0.4076871241636056,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,2024,999,12,100.0,0.1853123291652753,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,4,0.01,0.8727272727272728,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,4,0.1,0.9369749612033811,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,4,10.0,0.6055300708194985,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,4,100.0,-0.05454545454545455,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,6,0.01,0.8571428571428569,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,6,0.1,0.8928571428571427,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,6,10.0,0.12613124477737825,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,6,100.0,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,8,0.01,0.9536459298086264,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,8,0.1,0.9636241116594314,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,8,10.0,-0.1482498633322202,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,8,100.0,-0.11118739749916517,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,10,0.01,0.6331738236133035,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,10,0.1,0.9302605094190635,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,10,10.0,-0.060302268915552716,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,10,100.0,-0.05976143046671967,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,12,0.01,0.8587538611150073,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,12,0.1,0.9405399431259605,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,12,10.0,0.6698938453032355,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,123,12,100.0,0.23643312187173016,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,4,0.01,0.8727272727272728,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,4,0.1,0.9369749612033811,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,4,10.0,0.6055300708194985,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,4,100.0,-0.05454545454545455,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,6,0.01,0.8571428571428569,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,6,0.1,0.8928571428571427,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,6,10.0,0.12613124477737825,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,6,100.0,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,8,0.01,0.9536459298086264,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,8,0.1,0.9636241116594314,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,8,10.0,-0.1482498633322202,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,8,100.0,-0.11118739749916517,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,10,0.01,0.6331738236133035,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,10,0.1,0.9302605094190635,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,10,10.0,-0.060302268915552716,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,10,100.0,-0.05976143046671967,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,12,0.01,0.8587538611150073,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,12,0.1,0.9405399431259605,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,12,10.0,0.6698938453032355,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,42,12,100.0,0.23643312187173016,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,4,0.01,0.8727272727272728,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,4,0.1,0.9369749612033811,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,4,10.0,0.6055300708194985,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,4,100.0,-0.05454545454545455,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,6,0.01,0.8571428571428569,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,6,0.1,0.8928571428571427,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,6,10.0,0.12613124477737825,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,6,100.0,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,8,0.01,0.9536459298086264,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,8,0.1,0.9636241116594314,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,8,10.0,-0.1482498633322202,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,8,100.0,-0.11118739749916517,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,10,0.01,0.6331738236133035,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,10,0.1,0.9302605094190635,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,10,10.0,-0.060302268915552716,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,10,100.0,-0.05976143046671967,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,12,0.01,0.8587538611150073,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,12,0.1,0.9405399431259605,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,12,10.0,0.6698938453032355,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,42,999,12,100.0,0.23643312187173016,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,4,0.01,0.8975491104081189,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,4,0.1,0.8648265150802044,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,4,10.0,0.30631873731649,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,4,100.0,-0.14959151840135315,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,6,0.01,0.5585812268712466,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,6,0.1,0.7157184952387898,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,6,10.0,0.43244998209386826,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,6,100.0,0.27028123880866767,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,8,0.01,0.4144312328399571,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,8,0.1,0.7857142857142855,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,8,10.0,0.8214285714285713,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,8,100.0,-0.07142857142857141,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,10,0.01,0.7022508096669869,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,10,0.1,0.8981011511791758,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,10,10.0,0.610785564835303,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,10,100.0,0.5169078021169037,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,12,0.01,0.8213397168536802,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,12,0.1,0.8807710121010887,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,12,10.0,0.5727272727272728,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,123,12,100.0,0.7454545454545455,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,4,0.01,0.8975491104081189,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,4,0.1,0.8648265150802044,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,4,10.0,0.30631873731649,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,4,100.0,-0.14959151840135315,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,6,0.01,0.5585812268712466,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,6,0.1,0.7157184952387898,7
unsw_dos__m2_centroid__ms999__q1000_id500_ood500,7,42,6,10.0,0.43244998209386826,7
