setting,qs,seed,fam,sel_c,sel_kernel,p1c_ood,p1c_id
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,123,classical_ext,100.0,laplacian_med,0.985897435897436,0.9841239357275462
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,123,quantum,1.0,zz_r1_full,0.9838141025641024,0.9840599193393508
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,42,classical_ext,100.0,laplacian_med,0.985897435897436,0.9841239357275462
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,42,quantum,1.0,zz_r1_full,0.9838141025641024,0.9840599193393508
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,999,classical_ext,100.0,laplacian_med,0.985897435897436,0.9841239357275462
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,42,999,quantum,1.0,zz_r1_full,0.9838141025641024,0.9840599193393508
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,123,classical_ext,100.0,laplacian_med,0.9861564560527496,0.9843990755007704
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,123,quantum,1.0,zz_r2_full,0.9822834645669292,0.9808359013867488
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,42,classical_ext,100.0,laplacian_med,0.9861564560527496,0.9843990755007704
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,42,quantum,1.0,zz_r2_full,0.9822834645669292,0.9808359013867488
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,999,classical_ext,100.0,laplacian_med,0.9861564560527496,0.9843990755007704
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,7,999,quantum,1.0,zz_r2_full,0.9822834645669292,0.9808359013867488
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,123,classical_ext,100.0,laplacian_med,0.9861660079051384,0.9873949579831932
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,123,quantum,1.0,zz_r2_full,0.8463938807188235,0.9896882417088972
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,42,classical_ext,100.0,laplacian_med,0.9861660079051384,0.9873949579831932
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,42,quantum,1.0,zz_r2_full,0.8463938807188235,0.9896882417088972
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,999,classical_ext,100.0,laplacian_med,0.9861660079051384,0.9873949579831932
toniot_scanning__natural_cur__ms123__q1000_id500_ood500,999,999,quantum,1.0,zz_r2_full,0.8463938807188235,0.9896882417088972
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,123,123,classical_ext,100.0,laplacian_med,0.9507642275121904,0.9899839743589745
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r1_full,0.9749090967274822,0.9880608974358976
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,123,42,classical_ext,100.0,laplacian_med,0.9507642275121904,0.9899839743589745
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r1_full,0.9749090967274822,0.9880608974358976
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,123,999,classical_ext,100.0,laplacian_med,0.9507642275121904,0.9899839743589745
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r1_full,0.9749090967274822,0.9880608974358976
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,123,classical_ext,100.0,laplacian_med,0.9632469222300072,0.9869935317671436
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,123,quantum,1.0,zz_r1_full,0.9839255329796815,0.9779512062434248
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,42,classical_ext,100.0,laplacian_med,0.9632469222300072,0.9869935317671436
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,42,quantum,1.0,zz_r1_full,0.9839255329796815,0.9779512062434248
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,999,classical_ext,100.0,laplacian_med,0.9632469222300072,0.9869935317671436
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,2024,999,quantum,1.0,zz_r1_full,0.9839255329796815,0.9779512062434248
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,42,123,classical_ext,100.0,laplacian_med,0.9652827587864994,0.99005900590059
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r2_full,0.9720006090744072,0.988038803880388
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,42,42,classical_ext,100.0,laplacian_med,0.9652827587864994,0.99005900590059
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r2_full,0.9720006090744072,0.988038803880388
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,42,999,classical_ext,100.0,laplacian_med,0.9652827587864994,0.99005900590059
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r2_full,0.9720006090744072,0.988038803880388
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,7,123,classical_ext,100.0,laplacian_med,0.9575082326673844,0.9860674858654204
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r2_full,0.9623838123552032,0.98104785950648
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,7,42,classical_ext,100.0,laplacian_med,0.9575082326673844,0.9860674858654204
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r2_full,0.9623838123552032,0.98104785950648
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,7,999,classical_ext,100.0,laplacian_med,0.9575082326673844,0.9860674858654204
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r2_full,0.9623838123552032,0.98104785950648
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,999,123,classical_ext,100.0,laplacian_med,0.9595286885245902,0.9810102780144908
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r2_full,0.9419505635245902,0.9800240847206052
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,999,42,classical_ext,100.0,laplacian_med,0.9595286885245902,0.9810102780144908
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r2_full,0.9419505635245902,0.9800240847206052
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,999,999,classical_ext,100.0,laplacian_med,0.9595286885245902,0.9810102780144908
toniot_scanning__natural_cur__ms123__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r2_full,0.9419505635245902,0.9800240847206052
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.9598197475230716,0.9861730685842977
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r1_full,0.9587271212074446,0.9800153433538694
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.9598197475230716,0.9861730685842977
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r1_full,0.9587271212074446,0.9800153433538694
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.9598197475230716,0.9861730685842977
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r1_full,0.9587271212074446,0.9800153433538694
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,123,classical_ext,100.0,laplacian_med,0.9932417411409008,0.9888888888888888
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,123,quantum,1.0,zz_r2_full,0.9502134187008136,0.985
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,42,classical_ext,100.0,laplacian_med,0.9932417411409008,0.9888888888888888
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,42,quantum,1.0,zz_r2_full,0.9502134187008136,0.985
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,999,classical_ext,100.0,laplacian_med,0.9932417411409008,0.9888888888888888
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,2024,999,quantum,1.0,zz_r2_full,0.9502134187008136,0.985
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,123,classical_ext,100.0,laplacian_med,0.9092468862677088,0.9939041328436062
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,123,quantum,1.0,zz_r2_full,0.9422908027703972,0.9905645235964072
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,42,classical_ext,100.0,laplacian_med,0.9103845426954676,0.9939041328436062
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,42,quantum,1.0,zz_r2_full,0.9422908027703972,0.9905645235964072
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,999,classical_ext,100.0,laplacian_med,0.9120910273371056,0.9939041328436062
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,42,999,quantum,1.0,zz_r2_full,0.9422908027703972,0.9905645235964072
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,123,classical_ext,100.0,laplacian_med,0.9724667644835712,0.9893874393938644
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,123,quantum,1.0,zz_r2_full,0.953303543639678,0.9876711922542764
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,42,classical_ext,100.0,laplacian_med,0.9730336579076077,0.9893874393938644
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,42,quantum,1.0,zz_r2_full,0.953303543639678,0.9876711922542764
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,999,classical_ext,100.0,laplacian_med,0.9730336579076077,0.9893874393938644
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,7,999,quantum,1.0,zz_r2_full,0.953303543639678,0.9876711922542764
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,123,classical_ext,100.0,laplacian_med,0.944200703754844,0.9917500926955876
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,123,quantum,1.0,zz_r2_full,0.9448354193577124,0.9872636262513904
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,42,classical_ext,100.0,laplacian_med,0.944200703754844,0.9917500926955876
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,42,quantum,1.0,zz_r2_full,0.9448354193577124,0.9872636262513904
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,999,classical_ext,100.0,laplacian_med,0.944200703754844,0.9917500926955876
toniot_scanning__natural_cur__ms123__q4000_id1800_ood1800,999,999,quantum,1.0,zz_r2_full,0.9448354193577124,0.9872636262513904
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,123,classical_ext,100.0,laplacian_med,0.9267812560015364,0.9922779922779924
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,123,quantum,1.0,zz_r2_full,0.936815824851162,0.9878402409522742
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,42,classical_ext,100.0,laplacian_med,0.9267812560015364,0.9922779922779924
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,42,quantum,1.0,zz_r2_full,0.936815824851162,0.9878402409522742
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,999,classical_ext,100.0,laplacian_med,0.9267812560015364,0.9922779922779924
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,123,999,quantum,1.0,zz_r2_full,0.936815824851162,0.9878402409522742
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,123,classical_ext,10.0,laplacian_med,0.9882147603721316,0.9839677434838958
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,123,quantum,1.0,zz_r1_full,0.9820419208659588,0.9859597753564058
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,42,classical_ext,10.0,laplacian_med,0.9882147603721316,0.9839677434838958
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,42,quantum,1.0,zz_r1_full,0.9820419208659588,0.9859597753564058
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,999,classical_ext,10.0,laplacian_med,0.9882147603721316,0.9839677434838958
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,2024,999,quantum,1.0,zz_r1_full,0.9820419208659588,0.9859597753564058
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,123,classical_ext,100.0,laplacian_med,0.9896265560165975,0.9818773903442096
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,123,quantum,1.0,zz_r2_full,0.9857655521555936,0.9838536749291896
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,42,classical_ext,100.0,laplacian_med,0.9896265560165975,0.9818773903442096
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,42,quantum,1.0,zz_r2_full,0.9857655521555936,0.9838536749291896
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,999,classical_ext,100.0,laplacian_med,0.9896265560165975,0.9818773903442096
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,42,999,quantum,1.0,zz_r2_full,0.9857655521555936,0.9838536749291896
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,123,classical_ext,100.0,laplacian_med,0.9861360143442623,0.9900731284880364
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,123,quantum,1.0,zz_r2_full,0.9682697233606558,0.9858714478157676
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,42,classical_ext,100.0,laplacian_med,0.9861360143442623,0.9900731284880364
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,42,quantum,1.0,zz_r2_full,0.9682697233606558,0.9858714478157676
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,999,classical_ext,100.0,laplacian_med,0.9861360143442623,0.9900731284880364
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,7,999,quantum,1.0,zz_r2_full,0.9662205430327868,0.9858714478157676
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,123,classical_ext,100.0,laplacian_med,0.9896265560165975,0.9961538461538462
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,123,quantum,1.0,zz_r1_full,0.9799740463640878,0.9878205128205128
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,42,classical_ext,100.0,laplacian_med,0.9896265560165975,0.9961538461538462
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,42,quantum,1.0,zz_r1_full,0.9799740463640878,0.9878205128205128
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,999,classical_ext,100.0,laplacian_med,0.9896265560165975,0.9961538461538462
toniot_scanning__natural_cur__ms42__q1000_id500_ood500,999,999,quantum,1.0,zz_r1_full,0.9799740463640878,0.9878205128205128
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,123,classical_ext,100.0,laplacian_med,0.958670609277406,0.9827936721373144
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,123,quantum,1.0,zz_r2_full,0.959580904212965,0.9828817147499388
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,42,classical_ext,100.0,laplacian_med,0.958670609277406,0.9827936721373144
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,42,quantum,1.0,zz_r2_full,0.959580904212965,0.9828817147499388
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,999,classical_ext,100.0,laplacian_med,0.958670609277406,0.9827936721373144
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,123,999,quantum,1.0,zz_r2_full,0.959580904212965,0.9828817147499388
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,123,classical_ext,100.0,laplacian_med,0.9850294610605982,0.9857312532100668
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,123,quantum,1.0,zz_r2_full,0.9502382085755088,0.9886845146379044
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,42,classical_ext,100.0,laplacian_med,0.9850294610605982,0.9857312532100668
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,42,quantum,1.0,zz_r2_full,0.9502382085755088,0.9886845146379044
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,999,classical_ext,100.0,laplacian_med,0.9850294610605982,0.9857312532100668
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,2024,999,quantum,1.0,zz_r2_full,0.9502382085755088,0.9876251926040062
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,123,classical_ext,100.0,laplacian_med,0.9683017871502816,0.991987711557616
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,123,quantum,1.0,zz_r1_full,0.9898580121703854,0.9859874955498398
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,42,classical_ext,100.0,laplacian_med,0.9683017871502816,0.991987711557616
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,42,quantum,1.0,zz_r1_full,0.9898580121703854,0.9859874955498398
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,999,classical_ext,100.0,laplacian_med,0.9683017871502816,0.991987711557616
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,42,999,quantum,1.0,zz_r1_full,0.9898580121703854,0.9859874955498398
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,123,classical_ext,100.0,laplacian_med,0.9665666266506604,0.991979197919792
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,123,quantum,1.0,zz_r1_full,0.9891756702681072,0.985978597859786
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,42,classical_ext,100.0,laplacian_med,0.9665666266506604,0.991979197919792
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,42,quantum,1.0,zz_r1_full,0.9891756702681072,0.985978597859786
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,999,classical_ext,100.0,laplacian_med,0.9665666266506604,0.991979197919792
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,7,999,quantum,1.0,zz_r1_full,0.9891756702681072,0.985978597859786
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,123,classical_ext,10.0,laplacian_med,0.9847560975609756,0.986
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,123,quantum,1.0,zz_r1_full,0.9888531464054796,0.986
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,42,classical_ext,10.0,laplacian_med,0.9847560975609756,0.986
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,42,quantum,1.0,zz_r1_full,0.9888531464054796,0.986
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,999,classical_ext,10.0,laplacian_med,0.9847560975609756,0.986
toniot_scanning__natural_cur__ms42__q2000_id1000_ood1000,999,999,quantum,1.0,zz_r1_full,0.9888531464054796,0.986
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,123,classical_ext,100.0,laplacian_med,0.9912280701754386,0.9878216809635983
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,123,quantum,1.0,zz_r2_full,0.9501244665718348,0.9861141976680444
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,42,classical_ext,100.0,laplacian_med,0.9912280701754386,0.9878216809635983
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,42,quantum,1.0,zz_r2_full,0.9501244665718348,0.9861141976680444
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,999,classical_ext,100.0,laplacian_med,0.9912280701754386,0.9878216809635983
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,123,999,quantum,1.0,zz_r2_full,0.9501244665718348,0.9861141976680444
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,2024,123,classical_ext,100.0,laplacian_med,0.9333986832082508,0.9854608750653204
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,2024,123,quantum,1.0,zz_r2_full,0.9289542332768312,0.98278072963701
toniot_scanning__natural_cur__ms42__q4000_id1800_ood1800,2024,42,classical_ext,100.0,laplacian_med,0.9339536221649656,0.9854608750653204
