task,stratum,seed,family,kernel,dim,candidate_id,model,regularization,c_selected,c_cv_score,split,accuracy,balanced_accuracy,f1_macro,f1_pos,roc_auc,pr_auc,log_loss,brier,ece,mean_predictive_entropy,fit_seconds,kernel_backend
college_scorecard,q1000,42,classical_ext,laplacian_med_x3,4,laplacian_med_x3__d4,svc,train_cv,0.1,0.8611335689000696,ood_test,0.52,0.5926177756192326,0.5172114131221938,0.4805194805194805,0.651403593977659,0.4680764735211378,,,,,0.0040054321289062,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x10,4,laplacian_med_x10__d4,svc,train_cv,0.1,0.8612540550267396,validation,0.832,0.8042582417582418,0.6936632045746295,0.4878048780487805,0.9186126373626372,0.6824911702840045,,,,,0.0045201778411865,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x10,4,laplacian_med_x10__d4,svc,train_cv,0.1,0.8612540550267396,id_test,0.82,0.8288888888888889,0.6868998914586291,0.4827586206896552,0.9212444444444444,0.6038553074131431,,,,,0.0045201778411865,analytic_cpu
college_scorecard,q1000,42,classical_ext,laplacian_med_x10,4,laplacian_med_x10__d4,svc,train_cv,0.1,0.8612540550267396,ood_test,0.526,0.5519669742593492,0.5118937287611987,0.4289156626506024,0.6399805730937349,0.4937243352131428,,,,,0.0045201778411865,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.1,4,matern15_med_x0.1__d4,svc,train_cv,0.1,0.8239687731823772,validation,0.86,0.7688873626373627,0.7057735633343422,0.4927536231884058,0.8990384615384616,0.4862338019151828,,,,,0.005976915359497,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.1,4,matern15_med_x0.1__d4,svc,train_cv,0.1,0.8239687731823772,id_test,0.88,0.8266666666666667,0.7446895424836601,0.5588235294117647,0.8992000000000001,0.6027312977503504,,,,,0.005976915359497,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.1,4,matern15_med_x0.1__d4,svc,train_cv,0.1,0.8239687731823772,ood_test,0.706,0.4971830985915493,0.4138335287221571,0.0,0.6177173385138417,0.3970457845240118,,,,,0.005976915359497,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.3,4,matern15_med_x0.3__d4,svc,train_cv,1.0,0.8626170276627327,validation,0.836,0.8404876373626373,0.7094259390503189,0.5176470588235295,0.9009271978021978,0.394873492109485,,,,,0.0047218799591064,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.3,4,matern15_med_x0.3__d4,svc,train_cv,1.0,0.8626170276627327,id_test,0.828,0.8155555555555556,0.6894051024240848,0.4819277108433735,0.8755555555555556,0.5467056043474716,,,,,0.0047218799591064,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x0.3,4,matern15_med_x0.3__d4,svc,train_cv,1.0,0.8626170276627327,ood_test,0.636,0.6090335114133074,0.5944741532976827,0.4647058823529412,0.6394171928120447,0.4482916750544761,,,,,0.0047218799591064,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x3,4,matern15_med_x3__d4,svc,train_cv,100.0,0.8648086802643867,validation,0.836,0.8574862637362637,0.7147310122178621,0.5287356321839081,0.9328640109890112,0.6621556239976517,,,,,0.0075161457061767,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x3,4,matern15_med_x3__d4,svc,train_cv,100.0,0.8648086802643867,id_test,0.82,0.8111111111111111,0.6810772501771793,0.4705882352941176,0.9141333333333334,0.577750188842927,,,,,0.0075161457061767,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x3,4,matern15_med_x3__d4,svc,train_cv,100.0,0.8648086802643867,ood_test,0.538,0.5746964545896066,0.5267770443846258,0.4539007092198581,0.5888489558037883,0.3393174795479968,,,,,0.0075161457061767,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x10,4,matern15_med_x10__d4,svc,train_cv,100.0,0.8650559648812102,validation,0.828,0.8360233516483516,0.7008154518382456,0.5057471264367817,0.9273695054945056,0.6612692163914577,,,,,0.0035030841827392,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x10,4,matern15_med_x10__d4,svc,train_cv,100.0,0.8650559648812102,id_test,0.8,0.8177777777777777,0.6669863597612958,0.4565217391304347,0.9331555555555556,0.6430199136426338,,,,,0.0035030841827392,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern15_med_x10,4,matern15_med_x10__d4,svc,train_cv,100.0,0.8650559648812102,ood_test,0.576,0.5892180670228266,0.555249731471536,0.4591836734693877,0.6423700825643517,0.4959804362383765,,,,,0.0035030841827392,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.1,4,matern25_med_x0.1__d4,svc,train_cv,0.1,0.8208431041607543,validation,0.86,0.7688873626373627,0.7057735633343422,0.4927536231884058,0.8978365384615384,0.484753478920655,,,,,0.0080056190490722,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.1,4,matern25_med_x0.1__d4,svc,train_cv,0.1,0.8208431041607543,id_test,0.876,0.8066666666666666,0.7328599496742615,0.5373134328358209,0.8963555555555556,0.5998497588236525,,,,,0.0080056190490722,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.1,4,matern25_med_x0.1__d4,svc,train_cv,0.1,0.8208431041607543,ood_test,0.706,0.4971830985915493,0.4138335287221571,0.0,0.6126469159786305,0.4043438800741468,,,,,0.0080056190490722,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.3,4,matern25_med_x0.3__d4,svc,train_cv,1.0,0.8669021267152737,validation,0.836,0.8404876373626373,0.7094259390503189,0.5176470588235295,0.8978365384615383,0.3956370553860982,,,,,0.0052735805511474,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.3,4,matern25_med_x0.3__d4,svc,train_cv,1.0,0.8669021267152737,id_test,0.82,0.8111111111111111,0.6810772501771793,0.4705882352941176,0.8767999999999999,0.5235348169804719,,,,,0.0052735805511474,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x0.3,4,matern25_med_x0.3__d4,svc,train_cv,1.0,0.8669021267152737,ood_test,0.614,0.6057795046138903,0.582668413837245,0.4683195592286501,0.6392617775619233,0.4399789143560833,,,,,0.0052735805511474,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x3,4,matern25_med_x3__d4,svc,train_cv,1.0,0.8642592379216925,validation,0.828,0.8190247252747254,0.6952515946137492,0.4941176470588235,0.9192994505494504,0.6961581007376598,,,,,0.0045061111450195,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x3,4,matern25_med_x3__d4,svc,train_cv,1.0,0.8642592379216925,id_test,0.808,0.8400000000000001,0.6803069053708439,0.4782608695652174,0.9276444444444444,0.654981552618778,,,,,0.0045061111450195,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x3,4,matern25_med_x3__d4,svc,train_cv,1.0,0.8642592379216925,ood_test,0.624,0.5842642059252063,0.5748530076888285,0.4303030303030303,0.6199708596406023,0.3788736082889581,,,,,0.0045061111450195,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x10,4,matern25_med_x10__d4,svc,train_cv,1.0,0.8617149642489069,validation,0.836,0.8064903846153846,0.6979875659271044,0.4938271604938271,0.9196428571428572,0.7050376200495917,,,,,0.0040032863616943,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x10,4,matern25_med_x10__d4,svc,train_cv,1.0,0.8617149642489069,id_test,0.816,0.8266666666666667,0.6828111209179171,0.4772727272727273,0.9184,0.6375964484553894,,,,,0.0040032863616943,analytic_cpu
college_scorecard,q1000,42,classical_ext,matern25_med_x10,4,matern25_med_x10__d4,svc,train_cv,1.0,0.8617149642489069,ood_test,0.546,0.5599320058280719,0.5266869336402571,0.4310776942355889,0.6326566294317629,0.450452542939752,,,,,0.0040032863616943,analytic_cpu
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,4,zz_r1_full__as0.5__d4,svc,train_cv,1.0,0.8734062260174641,validation,0.836,0.8064903846153846,0.6979875659271044,0.4938271604938271,0.8624656593406593,0.412433940018399,,,,,0.0047500133514404,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,4,zz_r1_full__as0.5__d4,svc,train_cv,1.0,0.8734062260174641,id_test,0.836,0.8377777777777777,0.7038513767299412,0.5060240963855421,0.8920888888888889,0.4777463153129022,,,,,0.0047500133514404,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,4,zz_r1_full__as0.5__d4,svc,train_cv,1.0,0.8734062260174641,ood_test,0.674,0.5378824672170957,0.5326164874551971,0.2755555555555555,0.5955512384652745,0.3725404910508706,,,,,0.0047500133514404,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,4,zz_r1_full__as0.5__d4,svc,fixed_c1,1.0,,validation,0.836,0.8064903846153846,0.6979875659271044,0.4938271604938271,0.8624656593406593,0.412433940018399,,,,,0.0060126781463623,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,4,zz_r1_full__as0.5__d4,svc,fixed_c1,1.0,,id_test,0.836,0.8377777777777777,0.7038513767299412,0.5060240963855421,0.8920888888888889,0.4777463153129022,,,,,0.0060126781463623,cuda
college_scorecard,q1000,42,quantum,zz_r1_full__as0.5,4,zz_r1_full__as0.5__d4,svc,fixed_c1,1.0,,ood_test,0.674,0.5378824672170957,0.5326164874551971,0.2755555555555555,0.5955512384652745,0.3725404910508706,,,,,0.0060126781463623,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,4,zz_r2_full__as0.5__d4,svc,train_cv,1.0,0.8399051260659004,validation,0.828,0.7680288461538461,0.6767792176553715,0.4556962025316455,0.8557692307692308,0.3494181901208275,,,,,0.0045673847198486,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,4,zz_r2_full__as0.5__d4,svc,train_cv,1.0,0.8399051260659004,id_test,0.86,0.8511111111111112,0.7313561143348377,0.5454545454545454,0.866311111111111,0.5505776525222982,,,,,0.0045673847198486,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,4,zz_r2_full__as0.5__d4,svc,train_cv,1.0,0.8399051260659004,ood_test,0.6,0.5265662943176299,0.5256076965407314,0.3377483443708609,0.5581738708110733,0.3377785677333361,,,,,0.0045673847198486,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,4,zz_r2_full__as0.5__d4,svc,fixed_c1,1.0,,validation,0.828,0.7680288461538461,0.6767792176553715,0.4556962025316455,0.8557692307692308,0.3494181901208275,,,,,0.0053598880767822,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,4,zz_r2_full__as0.5__d4,svc,fixed_c1,1.0,,id_test,0.86,0.8511111111111112,0.7313561143348377,0.5454545454545454,0.866311111111111,0.5505776525222982,,,,,0.0053598880767822,cuda
college_scorecard,q1000,42,quantum,zz_r2_full__as0.5,4,zz_r2_full__as0.5__d4,svc,fixed_c1,1.0,,ood_test,0.6,0.5265662943176299,0.5256076965407314,0.3377483443708609,0.5581738708110733,0.3377785677333361,,,,,0.0053598880767822,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,4,pauli_xz_r1_full__as0.5__d4,svc,train_cv,1.0,0.8611234868998011,validation,0.832,0.8212568681318682,0.6995192307692308,0.5,0.9271978021978022,0.6063748855911346,,,,,0.0040004253387451,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,4,pauli_xz_r1_full__as0.5__d4,svc,train_cv,1.0,0.8611234868998011,id_test,0.808,0.8222222222222222,0.6747967479674797,0.4666666666666667,0.9221333333333334,0.531844797609635,,,,,0.0040004253387451,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,4,pauli_xz_r1_full__as0.5__d4,svc,train_cv,1.0,0.8611234868998011,ood_test,0.522,0.5511898980087422,0.5091172737318178,0.4295942720763723,0.6028946090335114,0.3890518972523436,,,,,0.0040004253387451,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,4,pauli_xz_r1_full__as0.5__d4,svc,fixed_c1,1.0,,validation,0.832,0.8212568681318682,0.6995192307692308,0.5,0.9271978021978022,0.6063748855911346,,,,,0.0041508674621582,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,4,pauli_xz_r1_full__as0.5__d4,svc,fixed_c1,1.0,,id_test,0.808,0.8222222222222222,0.6747967479674797,0.4666666666666667,0.9221333333333334,0.531844797609635,,,,,0.0041508674621582,cuda
college_scorecard,q1000,42,quantum,pauli_xz_r1_full__as0.5,4,pauli_xz_r1_full__as0.5__d4,svc,fixed_c1,1.0,,ood_test,0.522,0.5511898980087422,0.5091172737318178,0.4295942720763723,0.6028946090335114,0.3890518972523436,,,,,0.0041508674621582,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,4,zmap_r2__as0.5__d4,svc,train_cv,100.0,0.8723432951319763,validation,0.832,0.8042582417582418,0.6936632045746295,0.4878048780487805,0.9158653846153846,0.6305103185471859,,,,,0.0101435184478759,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,4,zmap_r2__as0.5__d4,svc,train_cv,100.0,0.8723432951319763,id_test,0.828,0.8155555555555556,0.6894051024240848,0.4819277108433735,0.8990222222222223,0.6113637669164195,,,,,0.0101435184478759,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,4,zmap_r2__as0.5__d4,svc,train_cv,100.0,0.8723432951319763,ood_test,0.642,0.5704225352112676,0.5696598148815963,0.3932203389830508,0.6151529868868383,0.4001065152519438,,,,,0.0101435184478759,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,4,zmap_r2__as0.5__d4,svc,fixed_c1,1.0,,validation,0.836,0.823489010989011,0.7038513767299412,0.5060240963855421,0.9144917582417584,0.4511672315758465,,,,,0.0040018558502197,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,4,zmap_r2__as0.5__d4,svc,fixed_c1,1.0,,id_test,0.808,0.8044444444444445,0.6690203000882613,0.4545454545454545,0.9102222222222224,0.5622220481472531,,,,,0.0040018558502197,cuda
college_scorecard,q1000,42,quantum,zmap_r2__as0.5,4,zmap_r2__as0.5__d4,svc,fixed_c1,1.0,,ood_test,0.546,0.5680913064594464,0.5297305583983494,0.4422604422604422,0.6295677513355998,0.5053798678290782,,,,,0.0040018558502197,cuda
college_scorecard,q1000,42,quantum,zz_r1_full,4,zz_r1_full__d4,svc,train_cv,1.0,0.8143049358770558,validation,0.844,0.8109546703296704,0.706846267175802,0.5063291139240507,0.8557692307692308,0.4674295818833616,,,,,0.005516767501831,cuda
college_scorecard,q1000,42,quantum,zz_r1_full,4,zz_r1_full__d4,svc,train_cv,1.0,0.8143049358770558,id_test,0.86,0.8155555555555556,0.7192903660453627,0.5205479452054794,0.9153777777777776,0.5674549068866787,,,,,0.005516767501831,cuda
